SITE ID,LOCATION IDENTIFIER,STREET ADDRESS,TOWN,merged address,STATE,ENTIRE SERVICE LINE MATERIAL CLASSIFICATION,BUILDING TYPE,SOURCE FILE,STREET NUMBER,STREET NAME,extracted_pswid,is_match,PWSID,SYSTEM NAME,lat,long
700167752,106 Patterson Ave,106 Patterson Ave,Greenwich,106 Patterson Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.039132,-73.6281713
700167762,104 Patterson Ave,104 Patterson Ave,Greenwich,104 Patterson Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0393998,-73.6282044
700167791,113 Patterson Ave,113 Patterson Ave,Greenwich,113 Patterson Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0381167,-73.6274236
700167855,53 Northfield St,53 Northfield St,Greenwich,53 Northfield St Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0366929,-73.628081
700167888,47 Northfield St,47 Northfield St,Greenwich,47 Northfield St Greenwich Ct,Ct,Lead,"Nonresidential, Non-School, Non-Daycare",Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0360434,-73.6281516
700167896,43 Northfield St,43 Northfield St,Greenwich,43 Northfield St Greenwich Ct,Ct,Lead,Multi-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0361299,-73.6280425
700167914,35 Northfield St,35 Northfield St,Greenwich,35 Northfield St Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0358925,-73.62803099999998
700167936,15 Northfield St,15 Northfield St,Greenwich,15 Northfield St Greenwich Ct,Ct,Lead,Multi-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0354819,-73.627573
700167948,1A Northfield St,1A Northfield St,Greenwich,1A Northfield St Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0364731,-73.6283183
700167959,69 William St,69 William St,Greenwich,69 William St Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0352556,-73.6271506
700167970,73 William St,73 William St,Greenwich,73 William St Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.035299,-73.6270802
700167981,75 William St,75 William St,Greenwich,75 William St Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0353641,-73.6270489
700168019,83 William St,83 William St,Greenwich,83 William St Greenwich Ct,Ct,Lead,Multi-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0355899,-73.62678
700168056,88-90 Sherwood Pl,88-90 Sherwood Pl,Greenwich,88-90 Sherwood Pl Greenwich Ct,Ct,Lead,"Nonresidential, Non-School, Non-Daycare",Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0343342,-73.6255408
700168154,73 Sherwood Pl,73 Sherwood Pl,Greenwich,73 Sherwood Pl Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0355421,-73.6261596
700168163,69 Sherwood Pl,69 Sherwood Pl,Greenwich,69 Sherwood Pl Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0348967,-73.6258711
700168193,57 Sherwood Pl,57 Sherwood Pl,Greenwich,57 Sherwood Pl Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0350596,-73.625883
700168280,55 Sherwood Pl,55 Sherwood Pl,Greenwich,55 Sherwood Pl Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.035004,-73.6257246
700169006,1 Putnam Ct,1 Putnam Ct,Greenwich,1 Putnam Ct Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0338653,-73.6257569
700169086,58 Sherwood Pl,58 Sherwood Pl,Greenwich,58 Sherwood Pl Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0348727,-73.6262085
700169098,62 Sherwood Pl,62 Sherwood Pl,Greenwich,62 Sherwood Pl Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0347727,-73.6266236
700169151,70 William St,70 William St,Greenwich,70 William St Greenwich Ct,Ct,Lead,Multi-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0350407,-73.6268049
700169165,68 William St,68 William St,Greenwich,68 William St Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0349827,-73.6269613
700169177,64 William St,64 William St,Greenwich,64 William St Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0349031,-73.627031
700169189,62 William St,62 William St,Greenwich,62 William St Greenwich Ct,Ct,Lead,Multi-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.034818,-73.6271263
700169240,59 Church St,59 Church St,Greenwich,59 Church St Greenwich Ct,Ct,Lead,Multi-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.034276,-73.6268622
700169251,55A Church St,55A Church St,Greenwich,55A Church St Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0335245,-73.6265619
700169262,51 Church St,51 Church St,Greenwich,51 Church St Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.034068,-73.6266934
700169275,47 Church St,47 Church St,Greenwich,47 Church St Greenwich Ct,Ct,Lead,Multi-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0339672,-73.6265366
700169288,43 Church St,43 Church St,Greenwich,43 Church St Greenwich Ct,Ct,Lead,Multi-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0338537,-73.6264325
700169298,39 Church St,39 Church St,Greenwich,39 Church St Greenwich Ct,Ct,Lead,Multi-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0337221,-73.6263363
700169553,58 Church St,58 Church St,Greenwich,58 Church St Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0340278,-73.6272777
700169591,47 Lafayette Pl,47 Lafayette Pl,Greenwich,47 Lafayette Pl Greenwich Ct,Ct,Lead,"Nonresidential, Non-School, Non-Daycare",Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0331524,-73.6276596
700169602,37 Lafayette Pl,37 Lafayette Pl,Greenwich,37 Lafayette Pl Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.032796,-73.6273116
700169728,6 Maher Ave,6 Maher Ave,Greenwich,6 Maher Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0352396,-73.6248068
700169740,8 Maher Ave,8 Maher Ave,Greenwich,8 Maher Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0353522,-73.6249173
700169793,18 Maher Ave,18 Maher Ave,Greenwich,18 Maher Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0360469,-73.6254438
700169833,22 Maher Ave,22 Maher Ave,Greenwich,22 Maher Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0364197,-73.6255464
700169843,24 Maher Ave,24 Maher Ave,Greenwich,24 Maher Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.036576,-73.6256276
700169866,30 Maher Ave,30 Maher Ave,Greenwich,30 Maher Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0369394,-73.6257239
700169877,34 Maher Ave,34 Maher Ave,Greenwich,34 Maher Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0371604,-73.6258187
700169889,42 Maher Ave,42 Maher Ave,Greenwich,42 Maher Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0373859,-73.6258969
700169925,45 Patterson Ave,45 Patterson Ave,Greenwich,45 Patterson Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0395359,-73.6262598
700169947,63 Patterson Ave,63 Patterson Ave,Greenwich,63 Patterson Ave Greenwich Ct,Ct,Lead,Multi-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0394595,-73.6268109
700169973,68 Patterson Ave,68 Patterson Ave,Greenwich,68 Patterson Ave Greenwich Ct,Ct,Lead,Multi-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0397141,-73.6269134
700169993,60 Patterson Ave,60 Patterson Ave,Greenwich,60 Patterson Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.040164,-73.6271119
700170526,40 Patterson Ave,40 Patterson Ave,Greenwich,40 Patterson Ave Greenwich Ct,Ct,Lead,Multi-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0402439,-73.6257726
700170622,101 Maher Ave,101 Maher Ave,Greenwich,101 Maher Ave Greenwich Ct,Ct,Lead,Multi-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0377284,-73.6255768
700170629,99 Maher Ave,99 Maher Ave,Greenwich,99 Maher Ave Greenwich Ct,Ct,Lead,Multi-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0376858,-73.6255806
700170681,71 Maher Ave,71 Maher Ave,Greenwich,71 Maher Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0379921,-73.6252949
700170734,25 Maher Ave,25 Maher Ave,Greenwich,25 Maher Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0367236,-73.6250082
700170737,23 Maher Ave,23 Maher Ave,Greenwich,23 Maher Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.036491,-73.6249679
700170751,21 Maher Ave,21 Maher Ave,Greenwich,21 Maher Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.036303,-73.6248844
700170765,4 Maher Ct,4 Maher Ct,Greenwich,4 Maher Ct Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0363543,-73.6242212
700170779,3 Maher Ct,3 Maher Ct,Greenwich,3 Maher Ct Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0362413,-73.6238277
700170815,15 Maher Ave,15 Maher Ave,Greenwich,15 Maher Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0359811,-73.6247332
700170827,11 Maher Ave,11 Maher Ave,Greenwich,11 Maher Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.035788,-73.6246423
700170853,7 Maher Ave,7 Maher Ave,Greenwich,7 Maher Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0355313,-73.6244365
700171100,136 Maple Ave,136 Maple Ave,Greenwich,136 Maple Ave Greenwich Ct,Ct,Lead,Multi-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.039806,-73.6241412
700171111,123 Maple Ave,123 Maple Ave,Greenwich,123 Maple Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0396991,-73.6230633
700171141,107 Maple Ave,107 Maple Ave,Greenwich,107 Maple Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0391204,-73.6228613
700171192,89 Maple Ave,89 Maple Ave,Greenwich,89 Maple Ave Greenwich Ct,Ct,Lead,"Nonresidential, Non-School, Non-Daycare",Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0387294,-73.622621
700171266,57 Maple Ave,57 Maple Ave,Greenwich,57 Maple Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0373065,-73.6224373
700171294,43 Maple Ave,43 Maple Ave,Greenwich,43 Maple Ave Greenwich Ct,Ct,Lead,Multi-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0369476,-73.6223764
700171448,36 Park Ave,36 Park Ave,Greenwich,36 Park Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0385429,-73.620587
700171461,40 Park Ave,40 Park Ave,Greenwich,40 Park Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0390107,-73.6204162
700171499,110 Park Ave,110 Park Ave,Greenwich,110 Park Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0399365,-73.6204362
700172159,123 Park Ave,123 Park Ave,Greenwich,123 Park Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0402257,-73.6194388
700172181,99 Park Ave,99 Park Ave,Greenwich,99 Park Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0390263,-73.6193482
700172327,231 E Putnam Ave,231 E Putnam Ave,Greenwich,231 E Putnam Ave Greenwich Ct,Ct,Lead,"Nonresidential, Non-School, Non-Daycare",Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0384931,-73.5982581
700172340,243 E Putnam Ave,243 E Putnam Ave,Greenwich,243 E Putnam Ave Greenwich Ct,Ct,Lead,"Nonresidential, Non-School, Non-Daycare",Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0368852,-73.6190441
700172413,521 E Putnam Ave,521 E Putnam Ave,Greenwich,521 E Putnam Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0374216,-73.6067141
700172530,250 E Putnam Ave,250 E Putnam Ave,Greenwich,250 E Putnam Ave Greenwich Ct,Ct,Lead,"Nonresidential, Non-School, Non-Daycare",Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0388318,-73.5980042
700174193,558 Lake Ave,558 Lake Ave,Greenwich,558 Lake Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0591868,-73.6397195
700174212,546 Lake Ave,546 Lake Ave,Greenwich,546 Lake Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0575996,-73.64
700174385,511 Lake Ave,511 Lake Ave,Greenwich,511 Lake Ave Greenwich Ct,Ct,Lead,Multi-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0523878,-73.6375091
700175498,441 N Maple Ave,441 N Maple Ave,Greenwich,441 N Maple Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0482195,-73.6311147
700175638,314 N Maple Ave,314 N Maple Ave,Greenwich,314 N Maple Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0459353,-73.6265564
700175646,312 Maple Ave N,312 Maple Ave N,Greenwich,312 Maple Ave N Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0455861,-73.6268575
700175659,300 Maple Ave N,300 Maple Ave N,Greenwich,300 Maple Ave N Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0452665,-73.6270389
700175759,171 Maple Ave N,171 Maple Ave N,Greenwich,171 Maple Ave N Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0414762,-73.6241813
700207747,9 North St,9 North St,Greenwich,9 North St Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0410125,-73.622548
700236025,51 Church Street,51 Church Street,Greenwich,51 Church Street Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.034068,-73.6266934
700145929,31 E Elm St,31 E Elm St,Greenwich,31 E Elm St Greenwich Ct,Ct,Lead,"Nonresidential, Non-School, Non-Daycare",Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0274213,-73.6245176
700145940,148 Mason St,148 Mason St,Greenwich,148 Mason St Greenwich Ct,Ct,Lead,"Nonresidential, Non-School, Non-Daycare",Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.028002,-73.624079
700145961,112 Mason St,112 Mason St,Greenwich,112 Mason St Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0285934,-73.6244674
700147006,52 Lewis St,52 Lewis St,Greenwich,52 Lewis St Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.028722,-73.6250002
700147014,12 Lewis St,12 Lewis St,Greenwich,12 Lewis St Greenwich Ct,Ct,Lead,"Nonresidential, Non-School, Non-Daycare",Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.028916,-73.6266913
700147031,33 Lewis St,33 Lewis St,Greenwich,33 Lewis St Greenwich Ct,Ct,Lead,"Nonresidential, Non-School, Non-Daycare",Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0290727,-73.6254755
700147053,61 Lewis St,61 Lewis St,Greenwich,61 Lewis St Greenwich Ct,Ct,Lead,"Nonresidential, Non-School, Non-Daycare",Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0291321,-73.6248809
700147109,53 Mason St,53 Mason St,Greenwich,53 Mason St Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0306616,-73.6245457
700147119,29 Lexington Ave,29 Lexington Ave,Greenwich,29 Lexington Ave Greenwich Ct,Ct,Lead,Multi-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0308965,-73.6236591
700147162,36 Washington Ave,36 Washington Ave,Greenwich,36 Washington Ave Greenwich Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0315835,-73.624011
