SITE ID,LOCATION IDENTIFIER,STREET ADDRESS,TOWN,merged address,STATE,ENTIRE SERVICE LINE MATERIAL CLASSIFICATION,BUILDING TYPE,SOURCE FILE,STREET NUMBER,STREET NAME,extracted_pswid,is_match,PWSID,SYSTEM NAME,lat,long
00001343R,"381 MAIN STREET, MIDDLETOWN, CT",381 MAIN STREET,MIDDLETOWN,381 MAIN STREET MIDDLETOWN CT,CT,Lead,NONRES,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5611818,-72.651207
00001357R,"8 WALNUT STREET, MIDDLETOWN, CT",8 WALNUT STREET,MIDDLETOWN,8 WALNUT STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5530844,-72.6377036
00001365R,"607 HIGH STREET, MIDDLETOWN, CT",607 HIGH STREET,MIDDLETOWN,607 HIGH STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5684824,-72.6590251
00001370R,"25 HUBBARD STREET, MIDDLETOWN, CT",25 HUBBARD STREET,MIDDLETOWN,25 HUBBARD STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5535205,-72.6508082
00001371R,"539 EAST STREET, MIDDLETOWN, CT",539 EAST STREET,MIDDLETOWN,539 EAST STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5783697,-72.7021925
00001374R,"59 BROAD STREET, MIDDLETOWN, CT",59 BROAD STREET,MIDDLETOWN,59 BROAD STREET MIDDLETOWN CT,CT,Lead,NONRES,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.557961,-72.6509771
00001390R,"50 LIBERTY STREET, MIDDLETOWN, CT",50 LIBERTY STREET,MIDDLETOWN,50 LIBERTY STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5636112,-72.6542161
00001410R,"219 PROSPECT STREET, MIDDLETOWN, CT",219 PROSPECT STREET,MIDDLETOWN,219 PROSPECT STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5662248,-72.6605245
00001417R,"221 COLLEGE STREET, MIDDLETOWN, CT",221 COLLEGE STREET,MIDDLETOWN,221 COLLEGE STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5569171,-72.6540249
00001418R,"412 MAIN STREET, MIDDLETOWN, CT",412 MAIN STREET,MIDDLETOWN,412 MAIN STREET MIDDLETOWN CT,CT,Lead,NONRES,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5620269,-72.6501916
00001429R,"85 BROAD STREET, MIDDLETOWN, CT",85 BROAD STREET,MIDDLETOWN,85 BROAD STREET MIDDLETOWN CT,CT,Lead,NONRES,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5587144,-72.6514854
00001430R,"217 EAST MAIN STREET, MIDDLETOWN, CT",217 EAST MAIN STREET,MIDDLETOWN,217 EAST MAIN STREET MIDDLETOWN CT,CT,Lead,NONRES,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5504604,-72.6407449
00001431R,"427 HIGH STREET, MIDDLETOWN, CT",427 HIGH STREET,MIDDLETOWN,427 HIGH STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5625435,-72.6568767
00001433R,"41 OAK STREET, MIDDLETOWN, CT",41 OAK STREET,MIDDLETOWN,41 OAK STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5508412,-72.6522983
00001448R,"424 HIGH STREET, MIDDLETOWN, CT",424 HIGH STREET,MIDDLETOWN,424 HIGH STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5625206,-72.656429
00001450R,"160 PEARL STREET, MIDDLETOWN, CT",160 PEARL STREET,MIDDLETOWN,160 PEARL STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5629804,-72.6549416
00001454R,"78 BURR AVENUE, MIDDLETOWN, CT",78 BURR AVENUE,MIDDLETOWN,78 BURR AVENUE MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5501641,-72.6487642
00001464R,"162 LIBERTY STREET, MIDDLETOWN, CT",162 LIBERTY STREET,MIDDLETOWN,162 LIBERTY STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5623474,-72.6586018
00001485R,"87 SPRING STREET, MIDDLETOWN, CT",87 SPRING STREET,MIDDLETOWN,87 SPRING STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5661649,-72.6571319
00001511R,"529 HIGH STREET, MIDDLETOWN, CT",529 HIGH STREET,MIDDLETOWN,529 HIGH STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5659101,-72.6585513
00001515R,"477 HIGH STREET, MIDDLETOWN, CT",477 HIGH STREET,MIDDLETOWN,477 HIGH STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5641778,-72.6577573
00001529R,"175 PROSPECT STREET, MIDDLETOWN, CT",175 PROSPECT STREET,MIDDLETOWN,175 PROSPECT STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5650496,-72.6604221
00001533R,"211 PROSPECT STREET, MIDDLETOWN, CT",211 PROSPECT STREET,MIDDLETOWN,211 PROSPECT STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5660156,-72.6605026
00001535R,"141 BRIDGE STREET, MIDDLETOWN, CT",141 BRIDGE STREET,MIDDLETOWN,141 BRIDGE STREET MIDDLETOWN CT,CT,Lead,NONRES,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5701478,-72.6522753
00001551R,"92 LINCOLN STREET, MIDDLETOWN, CT",92 LINCOLN STREET,MIDDLETOWN,92 LINCOLN STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5623932,-72.6554258
00001563R,"159 EAST MAIN STREET, MIDDLETOWN, CT",159 EAST MAIN STREET,MIDDLETOWN,159 EAST MAIN STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5516536,-72.6422365
00001571R,"250 PEARL STREET, MIDDLETOWN, CT",250 PEARL STREET,MIDDLETOWN,250 PEARL STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5656947,-72.6562206
00001603R,"50 WASHINGTON STREET, MIDDLETOWN, CT",50 WASHINGTON STREET,MIDDLETOWN,50 WASHINGTON STREET MIDDLETOWN CT,CT,Lead,NONRES,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.562983,-72.649631
00001614R,"30 SOUTH MAIN STREET, MIDDLETOWN, CT",30 SOUTH MAIN STREET,MIDDLETOWN,30 SOUTH MAIN STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5553274,-72.6484087
00001619R,"144 PEARL STREET, MIDDLETOWN, CT",144 PEARL STREET,MIDDLETOWN,144 PEARL STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5624528,-72.6546868
00001624R,"7 WALNUT STREET, MIDDLETOWN, CT",7 WALNUT STREET,MIDDLETOWN,7 WALNUT STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5528767,-72.6382359
00001672R,"179 PROSPECT STREET, MIDDLETOWN, CT",179 PROSPECT STREET,MIDDLETOWN,179 PROSPECT STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5651409,-72.6603814
00001680R,"258 PEARL STREET, MIDDLETOWN, CT",258 PEARL STREET,MIDDLETOWN,258 PEARL STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5658737,-72.6563131
00001694R,"151 PEARL STREET, MIDDLETOWN, CT",151 PEARL STREET,MIDDLETOWN,151 PEARL STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5625941,-72.6552304
00001712R,"154 WASHINGTON STREET, MIDDLETOWN, CT",154 WASHINGTON STREET,MIDDLETOWN,154 WASHINGTON STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5615939,-72.6540233
00001742R,"211 EAST MAIN STREET, MIDDLETOWN, CT",211 EAST MAIN STREET,MIDDLETOWN,211 EAST MAIN STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5505862,-72.6408455
00001755R,"156 GRAND STREET, MIDDLETOWN, CT",156 GRAND STREET,MIDDLETOWN,156 GRAND STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5632784,-72.659255
00001806R,"30 WARWICK STREET, MIDDLETOWN, CT",30 WARWICK STREET,MIDDLETOWN,30 WARWICK STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5496966,-72.6515125
00001810R,"221 EAST MAIN STREET, MIDDLETOWN, CT",221 EAST MAIN STREET,MIDDLETOWN,221 EAST MAIN STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5503597,-72.640576
00001834R,"22 SOUTH MAIN STREET, MIDDLETOWN, CT",22 SOUTH MAIN STREET,MIDDLETOWN,22 SOUTH MAIN STREET MIDDLETOWN CT,CT,Lead,NONRES,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5555087,-72.6483359
00001845R,"3 SILVER STREET, MIDDLETOWN, CT",3 SILVER STREET,MIDDLETOWN,3 SILVER STREET MIDDLETOWN CT,CT,Lead,NONRES,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5517898,-72.6413141
00002041R,"141 JOHNSON STREET, MIDDLETOWN, CT",141 JOHNSON STREET,MIDDLETOWN,141 JOHNSON STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.571447,-72.6602109
00002049R,"55 BRAINERD AVENUE, MIDDLETOWN, CT",55 BRAINERD AVENUE,MIDDLETOWN,55 BRAINERD AVENUE MIDDLETOWN CT,CT,Lead,NONRES,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.551729,-72.6577463
00002050R,"7 EVERGREEN AVENUE, MIDDLETOWN, CT",7 EVERGREEN AVENUE,MIDDLETOWN,7 EVERGREEN AVENUE MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.551869,-72.6362981
00002069R,"41 SILVER STREET, MIDDLETOWN, CT",41 SILVER STREET,MIDDLETOWN,41 SILVER STREET MIDDLETOWN CT,CT,Lead,NONRES,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5531089,-72.6362879
00002075R,"78 HOME AVENUE, MIDDLETOWN, CT",78 HOME AVENUE,MIDDLETOWN,78 HOME AVENUE MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5518786,-72.6560736
00002076R,"195 LIBERTY STREET, MIDDLETOWN, CT",195 LIBERTY STREET,MIDDLETOWN,195 LIBERTY STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5615921,-72.6599674
00002079R,"23 BRAINERD AVENUE, MIDDLETOWN, CT",23 BRAINERD AVENUE,MIDDLETOWN,23 BRAINERD AVENUE MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5507143,-72.657307
00002086R,"54 MIDDLEFIELD STREET, MIDDLETOWN, CT",54 MIDDLEFIELD STREET,MIDDLETOWN,54 MIDDLEFIELD STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5515461,-72.6741024
00002087R,"42 MIDDLEFIELD STREET, MIDDLETOWN, CT",42 MIDDLEFIELD STREET,MIDDLETOWN,42 MIDDLEFIELD STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5514053,-72.6736723
00002098R,"21 EASTERN DRIVE, MIDDLETOWN, CT",21 EASTERN DRIVE,MIDDLETOWN,21 EASTERN DRIVE MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5589363,-72.6347778
00002099R,"626 HIGH STREET, MIDDLETOWN, CT",626 HIGH STREET,MIDDLETOWN,626 HIGH STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5691822,-72.6586323
00002105I,"41 LAUREL STREET, MIDDLETOWN, CT",41 LAUREL STREET,MIDDLETOWN,41 LAUREL STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5495102,-72.6328558
00002107R,"32 ROBERTS STREET, MIDDLETOWN, CT",32 ROBERTS STREET,MIDDLETOWN,32 ROBERTS STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5504576,-72.6347301
00002108R,"86 HIGH STREET, MIDDLETOWN, CT",86 HIGH STREET,MIDDLETOWN,86 HIGH STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5514117,-72.6527733
00002130R,"70 OAK STREET, MIDDLETOWN, CT",70 OAK STREET,MIDDLETOWN,70 OAK STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5518227,-72.6519357
00002131R,"43 SILVER STREET, MIDDLETOWN, CT",43 SILVER STREET,MIDDLETOWN,43 SILVER STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5531087,-72.63592
00002142R,"23 EVERGREEN AVENUE, MIDDLETOWN, CT",23 EVERGREEN AVENUE,MIDDLETOWN,23 EVERGREEN AVENUE MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5508061,-72.6358798
00002145R,"128 WASHINGTON STREET, MIDDLETOWN, CT",128 WASHINGTON STREET,MIDDLETOWN,128 WASHINGTON STREET MIDDLETOWN CT,CT,Lead,NONRES,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5620247,-72.6529382
00002147R,"359 BUTTERNUT STREET, MIDDLETOWN, CT",359 BUTTERNUT STREET,MIDDLETOWN,359 BUTTERNUT STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5504269,-72.6712336
00002161R,"17 BRAINERD AVENUE, MIDDLETOWN, CT",17 BRAINERD AVENUE,MIDDLETOWN,17 BRAINERD AVENUE MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5505831,-72.6572459
00002162R,"16 BRAINERD AVENUE, MIDDLETOWN, CT",16 BRAINERD AVENUE,MIDDLETOWN,16 BRAINERD AVENUE MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5505494,-72.6567666
00002173R,"159 BOSTON ROAD, MIDDLETOWN, CT",159 BOSTON ROAD,MIDDLETOWN,159 BOSTON ROAD MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5509026,-72.6801914
00002184R,"36 MILES AVENUE, MIDDLETOWN, CT",36 MILES AVENUE,MIDDLETOWN,36 MILES AVENUE MIDDLETOWN CT,CT,Lead,NONRES,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.550962,-72.6580419
00002191R,"10 BRAINERD AVENUE, MIDDLETOWN, CT",10 BRAINERD AVENUE,MIDDLETOWN,10 BRAINERD AVENUE MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5504187,-72.6566966
00002193R,"10 SILVER STREET, MIDDLETOWN, CT",10 SILVER STREET,MIDDLETOWN,10 SILVER STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5515221,-72.6405094
00002202R,"26 WEST SILVER STREET, MIDDLETOWN, CT",26 WEST SILVER STREET,MIDDLETOWN,26 WEST SILVER STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5511637,-72.6444829
00002203R,"173 VINE STREET, MIDDLETOWN, CT",173 VINE STREET,MIDDLETOWN,173 VINE STREET MIDDLETOWN CT,CT,Lead,O,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5585716,-72.6610199
00002212R,"48 BOW LANE, MIDDLETOWN, CT",48 BOW LANE,MIDDLETOWN,48 BOW LANE MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5471609,-72.6321077
00002231R,"67 OAK STREET, MIDDLETOWN, CT",67 OAK STREET,MIDDLETOWN,67 OAK STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5516827,-72.652329
00002242R,"20 MAPLE STREET, MIDDLETOWN, CT",20 MAPLE STREET,MIDDLETOWN,20 MAPLE STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5546737,-72.6399158
00002244R,"59 WARWICK STREET, MIDDLETOWN, CT",59 WARWICK STREET,MIDDLETOWN,59 WARWICK STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5488313,-72.6522914
00002245R,"55 WARWICK STREET, MIDDLETOWN, CT",55 WARWICK STREET,MIDDLETOWN,55 WARWICK STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5489115,-72.652116
00002257R,"40 DURANT STREET, MIDDLETOWN, CT",40 DURANT STREET,MIDDLETOWN,40 DURANT STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5438277,-72.6496065
00002260R,"46 DURANT TERRACE, MIDDLETOWN, CT",46 DURANT TERRACE,MIDDLETOWN,46 DURANT TERRACE MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5449848,-72.6493267
00002272R,"119 HIGHLAND AVENUE, MIDDLETOWN, CT",119 HIGHLAND AVENUE,MIDDLETOWN,119 HIGHLAND AVENUE MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5452164,-72.6559932
00002274R,"56 SILVER STREET, MIDDLETOWN, CT",56 SILVER STREET,MIDDLETOWN,56 SILVER STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5528035,-72.6342782
00002284R,"439 HIGH STREET, MIDDLETOWN, CT",439 HIGH STREET,MIDDLETOWN,439 HIGH STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5628948,-72.6571245
00002293R,"787 RIDGE ROAD, MIDDLETOWN, CT",787 RIDGE ROAD,MIDDLETOWN,787 RIDGE ROAD MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5275651,-72.6416806
00002305R,"41 SPRING STREET, MIDDLETOWN, CT",41 SPRING STREET,MIDDLETOWN,41 SPRING STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5661186,-72.655345
00002319R,"106 CHESTNUT STREET, MIDDLETOWN, CT",106 CHESTNUT STREET,MIDDLETOWN,106 CHESTNUT STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5533839,-72.6386728
00002321R,"98 LIBERTY STREET, MIDDLETOWN, CT",98 LIBERTY STREET,MIDDLETOWN,98 LIBERTY STREET MIDDLETOWN CT,CT,Lead,NONRES,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5631143,-72.6560157
00002329R,"73 FERRY STREET, MIDDLETOWN, CT",73 FERRY STREET,MIDDLETOWN,73 FERRY STREET MIDDLETOWN CT,CT,Lead,NONRES,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5635896,-72.6510296
