SITE ID,LOCATION IDENTIFIER,STREET ADDRESS,TOWN,merged address,STATE,ENTIRE SERVICE LINE MATERIAL CLASSIFICATION,BUILDING TYPE,SOURCE FILE,STREET NUMBER,STREET NAME,extracted_pswid,is_match,PWSID,SYSTEM NAME,lat,long
700166289,173 LAKE AVE,173 LAKE AVE,GREENWICH,173 LAKE AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0360115,-73.6335045
700166318,183 LAKE AVE,183 LAKE AVE,GREENWICH,183 LAKE AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0366176,-73.6335611
700166343,9 HILLSIDE DR,9 HILLSIDE DR,GREENWICH,9 HILLSIDE DR GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0338128,-73.6339128
700166381,10 PERRYRIDGE RD,10 PERRYRIDGE RD,GREENWICH,10 PERRYRIDGE RD GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0365858,-73.6299027
700166387,12 PERRYRIDGE RD,12 PERRYRIDGE RD,GREENWICH,12 PERRYRIDGE RD GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0367497,-73.6298753
700166398,16 PERRYRIDGE RD,16 PERRYRIDGE RD,GREENWICH,16 PERRYRIDGE RD GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0371901,-73.6297837
700166401,18 PERRYRIDGE RD,18 PERRYRIDGE RD,GREENWICH,18 PERRYRIDGE RD GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0373886,-73.6297897
700166407,20 PERRYRIDGE RD,20 PERRYRIDGE RD,GREENWICH,20 PERRYRIDGE RD GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0375941,-73.6296947
700166425,26 PERRYRIDGE RD,26 PERRYRIDGE RD,GREENWICH,26 PERRYRIDGE RD GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0381987,-73.6295836
700166430,28 PERRYRIDGE RD,28 PERRYRIDGE RD,GREENWICH,28 PERRYRIDGE RD GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0384116,-73.6295326
700166438,32 PERRYRIDGE RD,32 PERRYRIDGE RD,GREENWICH,32 PERRYRIDGE RD GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0388157,-73.6294487
700166448,37 PERRYRIDGE RD,37 PERRYRIDGE RD,GREENWICH,37 PERRYRIDGE RD GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0392173,-73.6288171
700166455,35 PERRYRIDGE RD,35 PERRYRIDGE RD,GREENWICH,35 PERRYRIDGE RD GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.038958,-73.6288999
700166481,25 PERRYRIDGE RD,25 PERRYRIDGE RD,GREENWICH,25 PERRYRIDGE RD GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0379518,-73.6291432
700166486,23 PERRYRIDGE RD,23 PERRYRIDGE RD,GREENWICH,23 PERRYRIDGE RD GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0377572,-73.6291503
700166519,15 PERRYRIDGE RD,15 PERRYRIDGE RD,GREENWICH,15 PERRYRIDGE RD GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.036932,-73.629342
700166531,11 PERRYRIDGE RD,11 PERRYRIDGE RD,GREENWICH,11 PERRYRIDGE RD GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0365306,-73.629459
700166536,9 PERRYRIDGE RD,9 PERRYRIDGE RD,GREENWICH,9 PERRYRIDGE RD GREENWICH CT,CT,Lead,NONRES,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.036313,-73.6294754
700166541,7 PERRYRIDGE RD,7 PERRYRIDGE RD,GREENWICH,7 PERRYRIDGE RD GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.036117,-73.629509
700166546,3 PERRYRIDGE RD,3 PERRYRIDGE RD,GREENWICH,3 PERRYRIDGE RD GREENWICH CT,CT,Lead,NONRES,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0342757,-73.6292049
700166556,11 WILLIAM ST,11 WILLIAM ST,GREENWICH,11 WILLIAM ST GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.033853,-73.628986
700166593,19 WILLIAM ST,19 WILLIAM ST,GREENWICH,19 WILLIAM ST GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0340561,-73.6287114
700166671,37 WILLIAM ST,37 WILLIAM ST,GREENWICH,37 WILLIAM ST GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0344903,-73.6281577
700166704,49 WILLIAM ST,49 WILLIAM ST,GREENWICH,49 WILLIAM ST GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0347889,-73.6278596
700166715,53 WILLIAM ST,53 WILLIAM ST,GREENWICH,53 WILLIAM ST GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0346214,-73.6277913
700166724,57 WILLIAM ST,57 WILLIAM ST,GREENWICH,57 WILLIAM ST GREENWICH CT,CT,Lead,NONRES,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0346871,-73.6277058
700166763,30 NORTHFIELD ST,30 NORTHFIELD ST,GREENWICH,30 NORTHFIELD ST GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0356131,-73.6282756
700166783,16 DIVISION ST,16 DIVISION ST,GREENWICH,16 DIVISION ST GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0355476,-73.628376
700166796,20 DIVISION ST,20 DIVISION ST,GREENWICH,20 DIVISION ST GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0351664,-73.6287778
700166884,21 DIVISION ST,21 DIVISION ST,GREENWICH,21 DIVISION ST GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0356393,-73.6285703
700166900,17 DIVISION ST,17 DIVISION ST,GREENWICH,17 DIVISION ST GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0356632,-73.6285428
700166912,15 DIVISION ST,15 DIVISION ST,GREENWICH,15 DIVISION ST GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.035496,-73.6288953
700166928,11 DIVISION ST,11 DIVISION ST,GREENWICH,11 DIVISION ST GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0356986,-73.628501
700166958,3 DIVISION ST,3 DIVISION ST,GREENWICH,3 DIVISION ST GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.035769,-73.6285497
700166972,34-36 NORTHFIELD ST,34-36 NORTHFIELD ST,GREENWICH,34-36 NORTHFIELD ST GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0364731,-73.6283183
700166986,40 NORTHFIELD ST,40 NORTHFIELD ST,GREENWICH,40 NORTHFIELD ST GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0360263,-73.6285156
700167535,52 NORTHFIELD ST,52 NORTHFIELD ST,GREENWICH,52 NORTHFIELD ST GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0364501,-73.6285375
700167547,56 NORTHFIELD ST,56 NORTHFIELD ST,GREENWICH,56 NORTHFIELD ST GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0365573,-73.6285388
700167680,86-88 NORTHFIELD ST,86-88 NORTHFIELD ST,GREENWICH,86-88 NORTHFIELD ST GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0364731,-73.6283183
700167732,110 PATTERSON AVE,110 PATTERSON AVE,GREENWICH,110 PATTERSON AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0385855,-73.6281191
700167752,106 PATTERSON AVE,106 PATTERSON AVE,GREENWICH,106 PATTERSON AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.039132,-73.6281713
700167762,104 PATTERSON AVE,104 PATTERSON AVE,GREENWICH,104 PATTERSON AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0393998,-73.6282044
700167791,113 PATTERSON AVE,113 PATTERSON AVE,GREENWICH,113 PATTERSON AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0381167,-73.6274236
700167855,53 NORTHFIELD ST,53 NORTHFIELD ST,GREENWICH,53 NORTHFIELD ST GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0366929,-73.628081
700167888,47 NORTHFIELD ST,47 NORTHFIELD ST,GREENWICH,47 NORTHFIELD ST GREENWICH CT,CT,Lead,NONRES,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0360434,-73.6281516
700167896,43 NORTHFIELD ST,43 NORTHFIELD ST,GREENWICH,43 NORTHFIELD ST GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0361299,-73.6280425
700167914,35 NORTHFIELD ST,35 NORTHFIELD ST,GREENWICH,35 NORTHFIELD ST GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0358925,-73.628030999999993
700167936,15 NORTHFIELD ST,15 NORTHFIELD ST,GREENWICH,15 NORTHFIELD ST GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0354819,-73.627573
700167948,1A NORTHFIELD ST,1A NORTHFIELD ST,GREENWICH,1A NORTHFIELD ST GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0364731,-73.6283183
700167959,69 WILLIAM ST,69 WILLIAM ST,GREENWICH,69 WILLIAM ST GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0352556,-73.6271506
700167970,73 WILLIAM ST,73 WILLIAM ST,GREENWICH,73 WILLIAM ST GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.035299,-73.6270802
700167981,75 WILLIAM ST,75 WILLIAM ST,GREENWICH,75 WILLIAM ST GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0353641,-73.6270489
700168019,83 WILLIAM ST,83 WILLIAM ST,GREENWICH,83 WILLIAM ST GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0355899,-73.62678
700168056,88-90 SHERWOOD PL,88-90 SHERWOOD PL,GREENWICH,88-90 SHERWOOD PL GREENWICH CT,CT,Lead,NONRES,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0343342,-73.6255408
700168154,73 SHERWOOD PL,73 SHERWOOD PL,GREENWICH,73 SHERWOOD PL GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0355421,-73.6261596
700168163,69 SHERWOOD PL,69 SHERWOOD PL,GREENWICH,69 SHERWOOD PL GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0348967,-73.6258711
700168193,57 SHERWOOD PL,57 SHERWOOD PL,GREENWICH,57 SHERWOOD PL GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0350596,-73.625883
700168280,55 SHERWOOD PL,55 SHERWOOD PL,GREENWICH,55 SHERWOOD PL GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.035004,-73.6257246
700169006,1 PUTNAM CT,1 PUTNAM CT,GREENWICH,1 PUTNAM CT GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0338653,-73.6257569
700169086,58 SHERWOOD PL,58 SHERWOOD PL,GREENWICH,58 SHERWOOD PL GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0348727,-73.6262085
700169098,62 SHERWOOD PL,62 SHERWOOD PL,GREENWICH,62 SHERWOOD PL GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0347727,-73.6266236
700169151,70 WILLIAM ST,70 WILLIAM ST,GREENWICH,70 WILLIAM ST GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0350407,-73.6268049
700169165,68 WILLIAM ST,68 WILLIAM ST,GREENWICH,68 WILLIAM ST GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0349827,-73.6269613
700169177,64 WILLIAM ST,64 WILLIAM ST,GREENWICH,64 WILLIAM ST GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0349031,-73.627031
700169189,62 WILLIAM ST,62 WILLIAM ST,GREENWICH,62 WILLIAM ST GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.034818,-73.6271263
700169240,59 CHURCH ST,59 CHURCH ST,GREENWICH,59 CHURCH ST GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.034276,-73.6268622
700169251,55A CHURCH ST,55A CHURCH ST,GREENWICH,55A CHURCH ST GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0335245,-73.6265619
700169262,51 CHURCH ST,51 CHURCH ST,GREENWICH,51 CHURCH ST GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.034068,-73.6266934
700169275,47 CHURCH ST,47 CHURCH ST,GREENWICH,47 CHURCH ST GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0339672,-73.6265366
700169288,43 CHURCH ST,43 CHURCH ST,GREENWICH,43 CHURCH ST GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0338537,-73.6264325
700169298,39 CHURCH ST,39 CHURCH ST,GREENWICH,39 CHURCH ST GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0337221,-73.6263363
700169553,58 CHURCH ST,58 CHURCH ST,GREENWICH,58 CHURCH ST GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0340278,-73.6272777
700169591,47 LAFAYETTE PL,47 LAFAYETTE PL,GREENWICH,47 LAFAYETTE PL GREENWICH CT,CT,Lead,NONRES,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0331524,-73.6276596
700169602,37 LAFAYETTE PL,37 LAFAYETTE PL,GREENWICH,37 LAFAYETTE PL GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.032796,-73.6273116
700169728,6 MAHER AVE,6 MAHER AVE,GREENWICH,6 MAHER AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0352396,-73.6248068
700169740,8 MAHER AVE,8 MAHER AVE,GREENWICH,8 MAHER AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0353522,-73.6249173
700169793,18 MAHER AVE,18 MAHER AVE,GREENWICH,18 MAHER AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0360469,-73.6254438
700169833,22 MAHER AVE,22 MAHER AVE,GREENWICH,22 MAHER AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0364197,-73.6255464
700169843,24 MAHER AVE,24 MAHER AVE,GREENWICH,24 MAHER AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.036576,-73.6256276
700169866,30 MAHER AVE,30 MAHER AVE,GREENWICH,30 MAHER AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0369394,-73.6257239
700169877,34 MAHER AVE,34 MAHER AVE,GREENWICH,34 MAHER AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0371604,-73.6258187
700169889,42 MAHER AVE,42 MAHER AVE,GREENWICH,42 MAHER AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0373859,-73.6258969
700169925,45 PATTERSON AVE,45 PATTERSON AVE,GREENWICH,45 PATTERSON AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0395359,-73.6262598
700169947,63 PATTERSON AVE,63 PATTERSON AVE,GREENWICH,63 PATTERSON AVE GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0394595,-73.6268109
700169973,68 PATTERSON AVE,68 PATTERSON AVE,GREENWICH,68 PATTERSON AVE GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0397141,-73.6269134
700169993,60 PATTERSON AVE,60 PATTERSON AVE,GREENWICH,60 PATTERSON AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.040164,-73.6271119
700170526,40 PATTERSON AVE,40 PATTERSON AVE,GREENWICH,40 PATTERSON AVE GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0402439,-73.6257726
700170622,101 MAHER AVE,101 MAHER AVE,GREENWICH,101 MAHER AVE GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0377284,-73.6255768
700170629,99 MAHER AVE,99 MAHER AVE,GREENWICH,99 MAHER AVE GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0376858,-73.6255806
700170681,71 MAHER AVE,71 MAHER AVE,GREENWICH,71 MAHER AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0379921,-73.6252949
700170734,25 MAHER AVE,25 MAHER AVE,GREENWICH,25 MAHER AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0367236,-73.6250082
700170737,23 MAHER AVE,23 MAHER AVE,GREENWICH,23 MAHER AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.036491,-73.6249679
