SITE ID,LOCATION IDENTIFIER,STREET ADDRESS,TOWN,merged address,STATE,ENTIRE SERVICE LINE MATERIAL CLASSIFICATION,BUILDING TYPE,SOURCE FILE,STREET NUMBER,STREET NAME,extracted_pswid,is_match,PWSID,SYSTEM NAME
700169793.0,18 MAHER AVE,18 MAHER AVE,GREENWICH,18 MAHER AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700169833.0,22 MAHER AVE,22 MAHER AVE,GREENWICH,22 MAHER AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700169843.0,24 MAHER AVE,24 MAHER AVE,GREENWICH,24 MAHER AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700169866.0,30 MAHER AVE,30 MAHER AVE,GREENWICH,30 MAHER AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700169877.0,34 MAHER AVE,34 MAHER AVE,GREENWICH,34 MAHER AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700169889.0,42 MAHER AVE,42 MAHER AVE,GREENWICH,42 MAHER AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700169925.0,45 PATTERSON AVE,45 PATTERSON AVE,GREENWICH,45 PATTERSON AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700169947.0,63 PATTERSON AVE,63 PATTERSON AVE,GREENWICH,63 PATTERSON AVE GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700169973.0,68 PATTERSON AVE,68 PATTERSON AVE,GREENWICH,68 PATTERSON AVE GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700169993.0,60 PATTERSON AVE,60 PATTERSON AVE,GREENWICH,60 PATTERSON AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700170526.0,40 PATTERSON AVE,40 PATTERSON AVE,GREENWICH,40 PATTERSON AVE GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700170622.0,101 MAHER AVE,101 MAHER AVE,GREENWICH,101 MAHER AVE GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700170629.0,99 MAHER AVE,99 MAHER AVE,GREENWICH,99 MAHER AVE GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700170681.0,71 MAHER AVE,71 MAHER AVE,GREENWICH,71 MAHER AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700170734.0,25 MAHER AVE,25 MAHER AVE,GREENWICH,25 MAHER AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700170737.0,23 MAHER AVE,23 MAHER AVE,GREENWICH,23 MAHER AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700170751.0,21 MAHER AVE,21 MAHER AVE,GREENWICH,21 MAHER AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700170765.0,4 MAHER CT,4 MAHER CT,GREENWICH,4 MAHER CT GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700170779.0,3 MAHER CT,3 MAHER CT,GREENWICH,3 MAHER CT GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700170815.0,15 MAHER AVE,15 MAHER AVE,GREENWICH,15 MAHER AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700170827.0,11 MAHER AVE,11 MAHER AVE,GREENWICH,11 MAHER AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700170853.0,7 MAHER AVE,7 MAHER AVE,GREENWICH,7 MAHER AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700171100.0,136 MAPLE AVE,136 MAPLE AVE,GREENWICH,136 MAPLE AVE GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700171111.0,123 MAPLE AVE,123 MAPLE AVE,GREENWICH,123 MAPLE AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700171141.0,107 MAPLE AVE,107 MAPLE AVE,GREENWICH,107 MAPLE AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700171192.0,89 MAPLE AVE,89 MAPLE AVE,GREENWICH,89 MAPLE AVE GREENWICH CT,CT,Lead,NONRES,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700171266.0,57 MAPLE AVE,57 MAPLE AVE,GREENWICH,57 MAPLE AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700171294.0,43 MAPLE AVE,43 MAPLE AVE,GREENWICH,43 MAPLE AVE GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700171448.0,36 PARK AVE,36 PARK AVE,GREENWICH,36 PARK AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700171461.0,40 PARK AVE,40 PARK AVE,GREENWICH,40 PARK AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700171499.0,110 PARK AVE,110 PARK AVE,GREENWICH,110 PARK AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700172159.0,123 PARK AVE,123 PARK AVE,GREENWICH,123 PARK AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700172181.0,99 PARK AVE,99 PARK AVE,GREENWICH,99 PARK AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700172327.0,231 E PUTNAM AVE,231 E PUTNAM AVE,GREENWICH,231 E PUTNAM AVE GREENWICH CT,CT,Lead,NONRES,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700172340.0,243 E PUTNAM AVE,243 E PUTNAM AVE,GREENWICH,243 E PUTNAM AVE GREENWICH CT,CT,Lead,NONRES,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700172413.0,521 E PUTNAM AVE,521 E PUTNAM AVE,GREENWICH,521 E PUTNAM AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700172530.0,250 E PUTNAM AVE,250 E PUTNAM AVE,GREENWICH,250 E PUTNAM AVE GREENWICH CT,CT,Lead,NONRES,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700174193.0,558 LAKE AVE,558 LAKE AVE,GREENWICH,558 LAKE AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700174212.0,546 LAKE AVE,546 LAKE AVE,GREENWICH,546 LAKE AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700174385.0,511 LAKE AVE,511 LAKE AVE,GREENWICH,511 LAKE AVE GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700175498.0,441 N MAPLE AVE,441 N MAPLE AVE,GREENWICH,441 N MAPLE AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700175638.0,314 N MAPLE AVE,314 N MAPLE AVE,GREENWICH,314 N MAPLE AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700175646.0,312 MAPLE AVE N,312 MAPLE AVE N,GREENWICH,312 MAPLE AVE N GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700175659.0,300 MAPLE AVE N,300 MAPLE AVE N,GREENWICH,300 MAPLE AVE N GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700175759.0,171 MAPLE AVE N,171 MAPLE AVE N,GREENWICH,171 MAPLE AVE N GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700207747.0,9 NORTH ST,9 NORTH ST,GREENWICH,9 NORTH ST GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700236025.0,51 CHURCH STREET,51 CHURCH STREET,GREENWICH,51 CHURCH STREET GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700145929.0,31 E ELM ST,31 E ELM ST,GREENWICH,31 E ELM ST GREENWICH CT,CT,Lead,NONRES,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700145940.0,148 MASON ST,148 MASON ST,GREENWICH,148 MASON ST GREENWICH CT,CT,Lead,NONRES,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700145961.0,112 MASON ST,112 MASON ST,GREENWICH,112 MASON ST GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700147006.0,52 LEWIS ST,52 LEWIS ST,GREENWICH,52 LEWIS ST GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700147014.0,12 LEWIS ST,12 LEWIS ST,GREENWICH,12 LEWIS ST GREENWICH CT,CT,Lead,NONRES,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700147031.0,33 LEWIS ST,33 LEWIS ST,GREENWICH,33 LEWIS ST GREENWICH CT,CT,Lead,NONRES,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700147053.0,61 LEWIS ST,61 LEWIS ST,GREENWICH,61 LEWIS ST GREENWICH CT,CT,Lead,NONRES,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700147109.0,53 MASON ST,53 MASON ST,GREENWICH,53 MASON ST GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700147119.0,29 LEXINGTON AVE,29 LEXINGTON AVE,GREENWICH,29 LEXINGTON AVE GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700147162.0,36 WASHINGTON AVE,36 WASHINGTON AVE,GREENWICH,36 WASHINGTON AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700147167.0,32 WASHINGTON AVE,32 WASHINGTON AVE,GREENWICH,32 WASHINGTON AVE GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700147172.0,30 WASHINGTON AVE,30 WASHINGTON AVE,GREENWICH,30 WASHINGTON AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700147179.0,5 LENOX DR,5 LENOX DR,GREENWICH,5 LENOX DR GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700147192.0,46 MILBANK AVE,46 MILBANK AVE,GREENWICH,46 MILBANK AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700147203.0,22 LENOX DR,22 LENOX DR,GREENWICH,22 LENOX DR GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700147217.0,41 WASHINGTON AVE,41 WASHINGTON AVE,GREENWICH,41 WASHINGTON AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700147227.0,39 LEXINGTON AVE,39 LEXINGTON AVE,GREENWICH,39 LEXINGTON AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700147232.0,43 LEXINGTON AVE,43 LEXINGTON AVE,GREENWICH,43 LEXINGTON AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700147240.0,88 MILBANK AVE,88 MILBANK AVE,GREENWICH,88 MILBANK AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700147245.0,84 MILBANK AVE,84 MILBANK AVE,GREENWICH,84 MILBANK AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700147250.0,80A MILBANK AVE,80A MILBANK AVE,GREENWICH,80A MILBANK AVE GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700147256.0,76 MILBANK AVE,76 MILBANK AVE,GREENWICH,76 MILBANK AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700147266.0,100 MILBANK AVE,100 MILBANK AVE,GREENWICH,100 MILBANK AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700147293.0,19 LAWRENCE ST,19 LAWRENCE ST,GREENWICH,19 LAWRENCE ST GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700147328.0,21 LINCOLN AVE,21 LINCOLN AVE,GREENWICH,21 LINCOLN AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700147356.0,18 LINCOLN AVE,18 LINCOLN AVE,GREENWICH,18 LINCOLN AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700147375.0,34 LINCOLN AVE,34 LINCOLN AVE,GREENWICH,34 LINCOLN AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700147379.0,12 LAWRENCE ST,12 LAWRENCE ST,GREENWICH,12 LAWRENCE ST GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700147403.0,18B LEXINGTON AVE,18B LEXINGTON AVE,GREENWICH,18B LEXINGTON AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700147453.0,93 MASON ST,93 MASON ST,GREENWICH,93 MASON ST GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700148512.0,135-137 MASON ST,135-137 MASON ST,GREENWICH,135-137 MASON ST GREENWICH CT,CT,Lead,NONRES,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700148524.0,61 ELM ST E,61 ELM ST E,GREENWICH,61 ELM ST E GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700148587.0,140 MILBANK AVE,140 MILBANK AVE,GREENWICH,140 MILBANK AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700148594.0,138 MILBANK AVE,138 MILBANK AVE,GREENWICH,138 MILBANK AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700148619.0,110 MILBANK AVE,110 MILBANK AVE,GREENWICH,110 MILBANK AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700148639.0,4 CONNECTICUT AVE,4 CONNECTICUT AVE,GREENWICH,4 CONNECTICUT AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700148663.0,18 CONNECTICUT AVE,18 CONNECTICUT AVE,GREENWICH,18 CONNECTICUT AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700148703.0,30 CONNECTICUT AVE,30 CONNECTICUT AVE,GREENWICH,30 CONNECTICUT AVE GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700148710.0,34 CONNECTICUT AVE,34 CONNECTICUT AVE,GREENWICH,34 CONNECTICUT AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700148716.0,3 CONNECTICUT AVE,3 CONNECTICUT AVE,GREENWICH,3 CONNECTICUT AVE GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700148730.0,11 CONNECTICUT AVE,11 CONNECTICUT AVE,GREENWICH,11 CONNECTICUT AVE GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700148736.0,17 CONNECTICUT AVE,17 CONNECTICUT AVE,GREENWICH,17 CONNECTICUT AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700148744.0,19 CONNECTICUT AVE,19 CONNECTICUT AVE,GREENWICH,19 CONNECTICUT AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700148749.0,23 CONNECTICUT AVE,23 CONNECTICUT AVE,GREENWICH,23 CONNECTICUT AVE GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700148755.0,27 CONNECTICUT AVE,27 CONNECTICUT AVE,GREENWICH,27 CONNECTICUT AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700148761.0,31 CONNECTICUT AVE,31 CONNECTICUT AVE,GREENWICH,31 CONNECTICUT AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700148767.0,35 CONNECTICUT AVE,35 CONNECTICUT AVE,GREENWICH,35 CONNECTICUT AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700148772.0,39 CONNECTICUT AVE,39 CONNECTICUT AVE,GREENWICH,39 CONNECTICUT AVE GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700148785.0,47 CONNECTICUT AVE,47 CONNECTICUT AVE,GREENWICH,47 CONNECTICUT AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700148791.0,51 CONNECTICUT AVE,51 CONNECTICUT AVE,GREENWICH,51 CONNECTICUT AVE GREENWICH CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700148813.0,75 CONNECTICUT AVE,75 CONNECTICUT AVE,GREENWICH,75 CONNECTICUT AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700148817.0,77 CONNECTICUT AVE,77 CONNECTICUT AVE,GREENWICH,77 CONNECTICUT AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700148824.0,85 CONNECTICUT AVE,85 CONNECTICUT AVE,GREENWICH,85 CONNECTICUT AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700148831.0,79 CONNECTICUT AVE,79 CONNECTICUT AVE,GREENWICH,79 CONNECTICUT AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700148836.0,95 CONNECTICUT AVE,95 CONNECTICUT AVE,GREENWICH,95 CONNECTICUT AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
700148842.0,179 CONNECTICUT AVE,179 CONNECTICUT AVE,GREENWICH,179 CONNECTICUT AVE GREENWICH CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,,,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich
