SITE ID,LOCATION IDENTIFIER,STREET ADDRESS,TOWN,merged address,STATE,BUILDING TYPE,PWSID,SYSTEM NAME,lat,long
700050236,53-55 Myrtle Ave,53-55 Myrtle Ave,Bridgeport,53-55 Myrtle Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.164894,-73.1896683
700050250,59-61 Myrtle Ave,59-61 Myrtle Ave,Bridgeport,59-61 Myrtle Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.164894,-73.1896683
700050284,121-25 Cottage St,121-25 Cottage St,Bridgeport,121-25 Cottage St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1718525,-73.1996876
700050307,147 Cottage St,147 Cottage St,Bridgeport,147 Cottage St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1717503,-73.1994201
700050351,167 Cottage St,167 Cottage St,Bridgeport,167 Cottage St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1716169,-73.1997257
700050358,274-278 Myrtle Ave,274-278 Myrtle Ave,Bridgeport,274-278 Myrtle Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.164894,-73.1896683
700050369,275-77 Myrtle Ave,275-77 Myrtle Ave,Bridgeport,275-77 Myrtle Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.164894,-73.1896683
700050380,281 Myrtle Ave,281 Myrtle Ave,Bridgeport,281 Myrtle Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1669026,-73.1910667
700050385,185 Cottage St,185 Cottage St,Bridgeport,185 Cottage St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1714967,-73.200067
700050394,282-286 Myrtle Ave,282-286 Myrtle Ave,Bridgeport,282-286 Myrtle Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.164894,-73.1896683
700050451,380-86 Myrtle Ave,380-86 Myrtle Ave,Bridgeport,380-86 Myrtle Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.164894,-73.1896683
700050463,381 Myrtle Ave,381 Myrtle Ave,Bridgeport,381 Myrtle Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1681549,-73.1916023
700050508,220 Cottage St,220 Cottage St,Bridgeport,220 Cottage St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1716113,-73.2008281
700050521,681 Myrtle Ave,681 Myrtle Ave,Bridgeport,681 Myrtle Ave Bridgeport Ct,Ct,"Nonresidential, Non-School, Non-Daycare",Ct0150011,Aquarion Water Co Of Ct-Main System,41.1719315,-73.1936937
700050545,256 Cottage St,256 Cottage St,Bridgeport,256 Cottage St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1714478,-73.2014333
700050618,125-127 Austin St,125-127 Austin St,Bridgeport,125-127 Austin St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1685463,-73.1918997
700050691,83-85 Seeley St,83-85 Seeley St,Bridgeport,83-85 Seeley St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1728715,-73.1997553
700050705,99 W Liberty St,99 W Liberty St,Bridgeport,99 W Liberty St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1730655,-73.194529
700050786,26 West Ave,26 West Ave,Bridgeport,26 West Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1700614,-73.1933106
700050824,246 West Ave,246 West Ave,Bridgeport,246 West Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1728538,-73.1947405
700050834,252 West Ave,252 West Ave,Bridgeport,252 West Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.172957,-73.1949258
700050913,172 Hanover St,172 Hanover St,Bridgeport,172 Hanover St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1724365,-73.2004739
700050945,254 Hanover St,254 Hanover St,Bridgeport,254 Hanover St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1719642,-73.2018292
700050989,295 Hanover St,295 Hanover St,Bridgeport,295 Hanover St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1714192,-73.2023035
700050995,297 Hanover St,297 Hanover St,Bridgeport,297 Hanover St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1713726,-73.202369
700051547,358-360 Hanover St,358-360 Hanover St,Bridgeport,358-360 Hanover St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1711849,-73.2035039
700051552,372-376 Hanover St,372-376 Hanover St,Bridgeport,372-376 Hanover St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1711849,-73.2035039
700051559,378-382 Hanover St,378-382 Hanover St,Bridgeport,378-382 Hanover St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1711849,-73.2035039
700051565,386-90 Hanover St,386-90 Hanover St,Bridgeport,386-90 Hanover St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1711849,-73.2035039
700051571,400 Hanover St,400 Hanover St,Bridgeport,400 Hanover St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1711063,-73.204067
700051591,98-02 Norman St,98-02 Norman St,Bridgeport,98-02 Norman St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1810152,-73.2076419
700051628,114-118 Norman St,114-118 Norman St,Bridgeport,114-118 Norman St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1810152,-73.2076419
700051638,150-154 Norman St,150-154 Norman St,Bridgeport,150-154 Norman St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.170216,-73.2023763
700051665,296 Park Ave,296 Park Ave,Bridgeport,296 Park Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1667272,-73.1919337
700051701,201 Norman St,201 Norman St,Bridgeport,201 Norman St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1716578,-73.2027664
700051759,231-233 Norman St,231-233 Norman St,Bridgeport,231-233 Norman St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1810152,-73.2076419
700051768,232-34 Norman St,232-34 Norman St,Bridgeport,232-34 Norman St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1810152,-73.2076419
700051774,349-351 Park Ave,349-351 Park Ave,Bridgeport,349-351 Park Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1742873,-73.1980704
700051775,240 Norman St,240 Norman St,Bridgeport,240 Norman St Bridgeport Ct,Ct,"Nonresidential, Non-School, Non-Daycare",Ct0150011,Aquarion Water Co Of Ct-Main System,41.1719342,-73.2024856
700051817,375 Park Ave,375 Park Ave,Bridgeport,375 Park Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1674981,-73.1932741
700056772,829 Park Ave,829 Park Ave,Bridgeport,829 Park Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1729761,-73.197279
700068739,556-558 Gregory St,556-558 Gregory St,Bridgeport,556-558 Gregory St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1667471,-73.1944744
700128829,450 Park Ave,450 Park Ave,Bridgeport,450 Park Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1684342,-73.1935603
700138355,329 West Ave,329 West Ave,Bridgeport,329 West Ave Bridgeport Ct,Ct,"Nonresidential, Non-School, Non-Daycare",Ct0150011,Aquarion Water Co Of Ct-Main System,41.1734529,-73.1955647
700138862,91 Highland Ave,91 Highland Ave,Bridgeport,91 Highland Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1831189,-73.1961282
700140748,102 W Liberty St,102 W Liberty St,Bridgeport,102 W Liberty St Bridgeport Ct,Ct,"Nonresidential, Non-School, Non-Daycare",Ct0150011,Aquarion Water Co Of Ct-Main System,41.1730965,-73.1951708
700140759,104 W Liberty St,104 W Liberty St,Bridgeport,104 W Liberty St Bridgeport Ct,Ct,"Nonresidential, Non-School, Non-Daycare",Ct0150011,Aquarion Water Co Of Ct-Main System,41.173329,-73.194765
700222728,298-300 Lafayette St,298-300 Lafayette St,Bridgeport,298-300 Lafayette St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.167942,-73.1884202
700222865,75 Ridge Ave Community Garden,75 Ridge Ave Community Garden,Bridgeport,75 Ridge Ave Community Garden Bridgeport Ct,Ct,"Nonresidential, Non-School, Non-Daycare",Ct0150011,Aquarion Water Co Of Ct-Main System,,
700223474,85-89 Highland Ave,85-89 Highland Ave,Bridgeport,85-89 Highland Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1830267,-73.193719
700223864,86 Sanford Ave,86 Sanford Ave,Bridgeport,86 Sanford Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1827758,-73.1961302
700224722,64 James St,64 James St,Bridgeport,64 James St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1821656,-73.195821
700236413,625 John St,625 John St,Bridgeport,625 John St Bridgeport Ct,Ct,"Nonresidential, Non-School, Non-Daycare",Ct0150011,Aquarion Water Co Of Ct-Main System,41.1745276,-73.1977264
700237455,600-602 Harral Ave,600-602 Harral Ave,Bridgeport,600-602 Harral Ave Bridgeport Ct,Ct,"Nonresidential, Non-School, Non-Daycare",Ct0150011,Aquarion Water Co Of Ct-Main System,41.1815892,-73.1982717
700238044,577 Fairfield Ave,577 Fairfield Ave,Bridgeport,577 Fairfield Ave Bridgeport Ct,Ct,"Nonresidential, Non-School, Non-Daycare",Ct0150011,Aquarion Water Co Of Ct-Main System,41.1758777,-73.1962658
700240876,114 Cottage St,114 Cottage St,Bridgeport,114 Cottage St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1722781,-73.1991274
700036585,61 Hope St,61 Hope St,Bridgeport,61 Hope St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1601825,-73.2209721
700036593,81-85 Hope St,81-85 Hope St,Bridgeport,81-85 Hope St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1600823,-73.2208856
700036687,686 Courtland Ave,686 Courtland Ave,Bridgeport,686 Courtland Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1549148,-73.2309842
700036798,184 Martin Ter,184 Martin Ter,Bridgeport,184 Martin Ter Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1626333,-73.2233084
700036804,55 Montgomery St,55 Montgomery St,Bridgeport,55 Montgomery St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1543881,-73.2317903
700036843,29 Clarkson St,29 Clarkson St,Bridgeport,29 Clarkson St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1552622,-73.2301351
700036864,60 Clarkson St,60 Clarkson St,Bridgeport,60 Clarkson St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1547907,-73.2304179
700036895,80 Clarkson St,80 Clarkson St,Bridgeport,80 Clarkson St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1545318,-73.2302986
700036903,85 Clarkson St,85 Clarkson St,Bridgeport,85 Clarkson St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1546053,-73.2298976
700036911,90 Clarkson St,90 Clarkson St,Bridgeport,90 Clarkson St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1544031,-73.23024
700036925,100 Clarkson St,100 Clarkson St,Bridgeport,100 Clarkson St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1542733,-73.2301808
700036971,41 Mountford St,41 Mountford St,Bridgeport,41 Mountford St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1548765,-73.2293545
700036980,51 Mountford St,51 Mountford St,Bridgeport,51 Mountford St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1548503,-73.2295352
700037531,123 Arthur St,123 Arthur St,Bridgeport,123 Arthur St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1578534,-73.2194003
700037560,131-33 Arthur St,131-33 Arthur St,Bridgeport,131-33 Arthur St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1580883,-73.2189459
700037953,20 Harbor Ave,20 Harbor Ave,Bridgeport,20 Harbor Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1568424,-73.2197003
700037999,56-58 Harbor Ave,56-58 Harbor Ave,Bridgeport,56-58 Harbor Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1592828,-73.2207244
700038006,64 Harbor Ave,64 Harbor Ave,Bridgeport,64 Harbor Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1575122,-73.2199065
700038013,68-70 Harbor Ave,68-70 Harbor Ave,Bridgeport,68-70 Harbor Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1592828,-73.2207244
700038026,28 Jetland Pl,28 Jetland Pl,Bridgeport,28 Jetland Pl Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1555881,-73.227401
700038036,29 Jetland Pl,29 Jetland Pl,Bridgeport,29 Jetland Pl Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1558011,-73.2275985
700038284,259 Harbor Ave,259 Harbor Ave,Bridgeport,259 Harbor Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1598787,-73.2212036
700038303,34 Hackley St,34 Hackley St,Bridgeport,34 Hackley St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1559598,-73.2206397
700038336,64 Hackley St,64 Hackley St,Bridgeport,64 Hackley St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1561447,-73.2201272
700038346,70 Hackley St,70 Hackley St,Bridgeport,70 Hackley St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1561964,-73.2200041
700038371,110 Albion St,110 Albion St,Bridgeport,110 Albion St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1651607,-73.2176927
700038399,165 Andover St,165 Andover St,Bridgeport,165 Andover St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1655194,-73.2174876
700038410,171 Andover St,171 Andover St,Bridgeport,171 Andover St Bridgeport Ct,Ct,"Nonresidential, Non-School, Non-Daycare",Ct0150011,Aquarion Water Co Of Ct-Main System,41.1655415,-73.2178782
700039177,30 Orland St,30 Orland St,Bridgeport,30 Orland St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1655667,-73.2198103
700039192,34-38 Orland St,34-38 Orland St,Bridgeport,34-38 Orland St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1653769,-73.2217394
700039213,54 Orland St,54 Orland St,Bridgeport,54 Orland St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1655795,-73.2199897
700039220,394 Brewster St,394 Brewster St,Bridgeport,394 Brewster St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1551222,-73.2234492
700039242,404 Brewster St,404 Brewster St,Bridgeport,404 Brewster St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.155248,-73.2235486
700039248,61-65 Orland St,61-65 Orland St,Bridgeport,61-65 Orland St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1653769,-73.2217394
700039269,72-76 Orland St,72-76 Orland St,Bridgeport,72-76 Orland St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1653769,-73.2217394
700039299,98-100 Orland St,98-100 Orland St,Bridgeport,98-100 Orland St Bridgeport Ct,Ct,"Nonresidential, Non-School, Non-Daycare",Ct0150011,Aquarion Water Co Of Ct-Main System,41.1653769,-73.2217394
700039360,496-8 Brewster St,496-8 Brewster St,Bridgeport,496-8 Brewster St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1539142,-73.2189844
700039394,130-134 Orland St,130-134 Orland St,Bridgeport,130-134 Orland St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1653769,-73.2217394
700039421,174 Orland St,174 Orland St,Bridgeport,174 Orland St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1654962,-73.2221877
700039444,179-183 Orland St,179-183 Orland St,Bridgeport,179-183 Orland St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1653769,-73.2217394
700039468,190 Orland St,190 Orland St,Bridgeport,190 Orland St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1654929,-73.222439
700039481,215-17 Orland St,215-17 Orland St,Bridgeport,215-17 Orland St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1653769,-73.2217394
700039526,227-229 Orland St,227-229 Orland St,Bridgeport,227-229 Orland St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1653769,-73.2217394
700039536,230 Orland St,230 Orland St,Bridgeport,230 Orland St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.165463,-73.2232405
700039565,710-12 Brewster St,710-12 Brewster St,Bridgeport,710-12 Brewster St Bridgeport Ct,Ct,"Nonresidential, Non-School, Non-Daycare",Ct0150011,Aquarion Water Co Of Ct-Main System,41.1539142,-73.2189844
700039693,758 Brewster St,758 Brewster St,Bridgeport,758 Brewster St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1587729,-73.2277614
700039715,36 Bryant St,36 Bryant St,Bridgeport,36 Bryant St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1664013,-73.2218359
700039787,2075 Fairfield Ave,2075 Fairfield Ave,Bridgeport,2075 Fairfield Ave Bridgeport Ct,Ct,"Nonresidential, Non-School, Non-Daycare",Ct0150011,Aquarion Water Co Of Ct-Main System,41.1657399,-73.2181353
700039812,2096 Fairfield Ave,2096 Fairfield Ave,Bridgeport,2096 Fairfield Ave Bridgeport Ct,Ct,"Nonresidential, Non-School, Non-Daycare",Ct0150011,Aquarion Water Co Of Ct-Main System,41.1656693,-73.2186187
700039830,27 Siemon St,27 Siemon St,Bridgeport,27 Siemon St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1659806,-73.2230615
700039854,2178 Fairfield Ave,2178 Fairfield Ave,Bridgeport,2178 Fairfield Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1649442,-73.219763
700039877,2206-2208 Fairfield Ave,2206-2208 Fairfield Ave,Bridgeport,2206-2208 Fairfield Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1651063,-73.2191696
700040029,77 Bartram Ave,77 Bartram Ave,Bridgeport,77 Bartram Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1555454,-73.2227
700040063,74 Davis Ave,74 Davis Ave,Bridgeport,74 Davis Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1643434,-73.2252151
700040069,2355-2357 Fairfield Ave,2355-2357 Fairfield Ave,Bridgeport,2355-2357 Fairfield Ave Bridgeport Ct,Ct,"Nonresidential, Non-School, Non-Daycare",Ct0150011,Aquarion Water Co Of Ct-Main System,41.1651063,-73.2191696
700040100,2407 Fairfield Ave,2407 Fairfield Ave,Bridgeport,2407 Fairfield Ave Bridgeport Ct,Ct,"Nonresidential, Non-School, Non-Daycare",Ct0150011,Aquarion Water Co Of Ct-Main System,41.1618771,-73.2213261
700040139,2578-80 Fairfield Ave,2578-80 Fairfield Ave,Bridgeport,2578-80 Fairfield Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,,
700040191,2671-75 Fairfield Ave,2671-75 Fairfield Ave,Bridgeport,2671-75 Fairfield Ave Bridgeport Ct,Ct,"Nonresidential, Non-School, Non-Daycare",Ct0150011,Aquarion Water Co Of Ct-Main System,,
700040197,2679-2683 Fairfield Ave,2679-2683 Fairfield Ave,Bridgeport,2679-2683 Fairfield Ave Bridgeport Ct,Ct,"Nonresidential, Non-School, Non-Daycare",Ct0150011,Aquarion Water Co Of Ct-Main System,,
700040220,2744-50 Fairfield Ave,2744-50 Fairfield Ave,Bridgeport,2744-50 Fairfield Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1651063,-73.2191696
700040222,35 Whittier St,35 Whittier St,Bridgeport,35 Whittier St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1641942,-73.220935
700040230,2764 Fairfield Ave,2764 Fairfield Ave,Bridgeport,2764 Fairfield Ave Bridgeport Ct,Ct,"Nonresidential, Non-School, Non-Daycare",Ct0150011,Aquarion Water Co Of Ct-Main System,41.1583151,-73.225757
700040232,40 Whittier St,40 Whittier St,Bridgeport,40 Whittier St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1645109,-73.2207713
700040268,48-50 Whittier St,48-50 Whittier St,Bridgeport,48-50 Whittier St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1646446,-73.2219214
700040270,2847 Fairfield Ave,2847 Fairfield Ave,Bridgeport,2847 Fairfield Ave Bridgeport Ct,Ct,"Nonresidential, Non-School, Non-Daycare",Ct0150011,Aquarion Water Co Of Ct-Main System,41.1571204,-73.2264301
700040287,2863-2865 Fairfield Ave,2863-2865 Fairfield Ave,Bridgeport,2863-2865 Fairfield Ave Bridgeport Ct,Ct,"Nonresidential, Non-School, Non-Daycare",Ct0150011,Aquarion Water Co Of Ct-Main System,,
700040308,2889-91 Fairfield Ave,2889-91 Fairfield Ave,Bridgeport,2889-91 Fairfield Ave Bridgeport Ct,Ct,"Nonresidential, Non-School, Non-Daycare",Ct0150011,Aquarion Water Co Of Ct-Main System,,
700040319,2906-2908 Fairfield Ave,2906-2908 Fairfield Ave,Bridgeport,2906-2908 Fairfield Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1651063,-73.2191696
700040344,115 Whittier St,115 Whittier St,Bridgeport,115 Whittier St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1644384,-73.222099
700040358,70 Nash Ln,70 Nash Ln,Bridgeport,70 Nash Ln Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1572346,-73.2240846
700040361,2948 Fairfield Ave,2948 Fairfield Ave,Bridgeport,2948 Fairfield Ave Bridgeport Ct,Ct,"Nonresidential, Non-School, Non-Daycare",Ct0150011,Aquarion Water Co Of Ct-Main System,41.156536,-73.2282735
700040385,136-140 Whittier St,136-140 Whittier St,Bridgeport,136-140 Whittier St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1646446,-73.2219214
700040393,143 Whittier St,143 Whittier St,Bridgeport,143 Whittier St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1644011,-73.222626
700040421,164 Whittier St,164 Whittier St,Bridgeport,164 Whittier St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1647104,-73.2229558
700040468,26-28 Hansen Ave,26-28 Hansen Ave,Bridgeport,26-28 Hansen Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1638498,-73.2234251
700040479,34-36 Hansen Ave,34-36 Hansen Ave,Bridgeport,34-36 Hansen Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1638498,-73.2234251
700041020,3064-3066 Fairfield Ave,3064-3066 Fairfield Ave,Bridgeport,3064-3066 Fairfield Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1651063,-73.2191696
700041031,3074-78 Fairfield Ave,3074-78 Fairfield Ave,Bridgeport,3074-78 Fairfield Ave Bridgeport Ct,Ct,"Nonresidential, Non-School, Non-Daycare",Ct0150011,Aquarion Water Co Of Ct-Main System,,
700041045,3083-3085 Fairfield Ave,3083-3085 Fairfield Ave,Bridgeport,3083-3085 Fairfield Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,,
