SITE ID,LOCATION IDENTIFIER,STREET ADDRESS,TOWN,merged address,STATE,BUILDING TYPE,PWSID,SYSTEM NAME
700037630.0,112-14 MILNE ST,112-14 MILNE ST,BRIDGEPORT,112-14 MILNE ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700037641.0,165 MILNE ST,165 MILNE ST,BRIDGEPORT,165 MILNE ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700037660.0,180-182 MILNE ST,180-182 MILNE ST,BRIDGEPORT,180-182 MILNE ST BRIDGEPORT CT,CT,NONRES,CT0150011,Aquarion Water Co of CT-Main System
700037670.0,62 JAMES ST,62 JAMES ST,BRIDGEPORT,62 JAMES ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700037691.0,82-84 JAMES ST,82-84 JAMES ST,BRIDGEPORT,82-84 JAMES ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700037700.0,91 JAMES ST,91 JAMES ST,BRIDGEPORT,91 JAMES ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700037885.0,744-750 RAILROAD AVE,744-750 RAILROAD AVE,BRIDGEPORT,744-750 RAILROAD AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700037961.0,30-32 SANFORD AVE,30-32 SANFORD AVE,BRIDGEPORT,30-32 SANFORD AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700037970.0,33 SANFORD AVE,33 SANFORD AVE,BRIDGEPORT,33 SANFORD AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700037998.0,98 SANFORD AVE,98 SANFORD AVE,BRIDGEPORT,98 SANFORD AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700038070.0,38 FAIRFIELD AVE,38 FAIRFIELD AVE,BRIDGEPORT,38 FAIRFIELD AVE BRIDGEPORT CT,CT,NONRES,CT0150011,Aquarion Water Co of CT-Main System
700038072.0,79-83 HIGHLAND AVE,79-83 HIGHLAND AVE,BRIDGEPORT,79-83 HIGHLAND AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700038107.0,62-68 SANFORD AVE,62-68 SANFORD AVE,BRIDGEPORT,62-68 SANFORD AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700038123.0,190-192 FAIRFIELD AVE,190-192 FAIRFIELD AVE,BRIDGEPORT,190-192 FAIRFIELD AVE BRIDGEPORT CT,CT,NONRES,CT0150011,Aquarion Water Co of CT-Main System
700038135.0,76-78 SANFORD AVE,76-78 SANFORD AVE,BRIDGEPORT,76-78 SANFORD AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700038206.0,72-74 JAMES ST,72-74 JAMES ST,BRIDGEPORT,72-74 JAMES ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700038227.0,77 JAMES ST,77 JAMES ST,BRIDGEPORT,77 JAMES ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700038237.0,85 JAMES ST,85 JAMES ST,BRIDGEPORT,85 JAMES ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700038245.0,86 JAMES ST,86 JAMES ST,BRIDGEPORT,86 JAMES ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700038439.0,63 SANFORD AVE,63 SANFORD AVE,BRIDGEPORT,63 SANFORD AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700038452.0,75 SANFORD AVE,75 SANFORD AVE,BRIDGEPORT,75 SANFORD AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700038460.0,85 SANFORD AVE,85 SANFORD AVE,BRIDGEPORT,85 SANFORD AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700038477.0,51 JAMES ST,51 JAMES ST,BRIDGEPORT,51 JAMES ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700039110.0,156 PEQUONNOCK ST,156 PEQUONNOCK ST,BRIDGEPORT,156 PEQUONNOCK ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700040084.0,150 ALSACE ST,150 ALSACE ST,BRIDGEPORT,150 ALSACE ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700041328.0,559 WASHINGTON AVE,559 WASHINGTON AVE,BRIDGEPORT,559 WASHINGTON AVE BRIDGEPORT CT,CT,NONRES,CT0150011,Aquarion Water Co of CT-Main System
700041338.0,587 WASHINGTON AVE,587 WASHINGTON AVE,BRIDGEPORT,587 WASHINGTON AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700041430.0,743 WASHINGTON AVE,743 WASHINGTON AVE,BRIDGEPORT,743 WASHINGTON AVE BRIDGEPORT CT,CT,NONRES,CT0150011,Aquarion Water Co of CT-Main System
700041490.0,430 STATE ST,430 STATE ST,BRIDGEPORT,430 STATE ST BRIDGEPORT CT,CT,NONRES,CT0150011,Aquarion Water Co of CT-Main System
700041547.0,267 CONGRESS ST,267 CONGRESS ST,BRIDGEPORT,267 CONGRESS ST BRIDGEPORT CT,CT,NONRES,CT0150011,Aquarion Water Co of CT-Main System
700041563.0,273 CONGRESS ST,273 CONGRESS ST,BRIDGEPORT,273 CONGRESS ST BRIDGEPORT CT,CT,NONRES,CT0150011,Aquarion Water Co of CT-Main System
700041587.0,285 CONGRESS ST,285 CONGRESS ST,BRIDGEPORT,285 CONGRESS ST BRIDGEPORT CT,CT,NONRES,CT0150011,Aquarion Water Co of CT-Main System
700041599.0,295 CONGRESS ST,295 CONGRESS ST,BRIDGEPORT,295 CONGRESS ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700041669.0,64 LYON TER,64 LYON TER,BRIDGEPORT,64 LYON TER BRIDGEPORT CT,CT,NONRES,CT0150011,Aquarion Water Co of CT-Main System
700042569.0,576 JOHN ST,576 JOHN ST,BRIDGEPORT,576 JOHN ST BRIDGEPORT CT,CT,NONRES,CT0150011,Aquarion Water Co of CT-Main System
700042821.0,202 IRANISTAN AVE,202 IRANISTAN AVE,BRIDGEPORT,202 IRANISTAN AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700043016.0,320 IRANISTAN AVE,320 IRANISTAN AVE,BRIDGEPORT,320 IRANISTAN AVE BRIDGEPORT CT,CT,NONRES,CT0150011,Aquarion Water Co of CT-Main System
700043305.0,629 IRANISTAN AVE,629 IRANISTAN AVE,BRIDGEPORT,629 IRANISTAN AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700043319.0,641-43 IRANISTAN AVE,641-43 IRANISTAN AVE,BRIDGEPORT,641-43 IRANISTAN AVE BRIDGEPORT CT,CT,NONRES,CT0150011,Aquarion Water Co of CT-Main System
700043394.0,757-59 IRANISTAN AVE,757-59 IRANISTAN AVE,BRIDGEPORT,757-59 IRANISTAN AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700043478.0,804-820 MAIN ST,804-820 MAIN ST,BRIDGEPORT,804-820 MAIN ST BRIDGEPORT CT,CT,NONRES,CT0150011,Aquarion Water Co of CT-Main System
700044065.0,85 WHITING ST,85 WHITING ST,BRIDGEPORT,85 WHITING ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700044073.0,93 WHITING ST,93 WHITING ST,BRIDGEPORT,93 WHITING ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700044114.0,27 HENRY ST,27 HENRY ST,BRIDGEPORT,27 HENRY ST BRIDGEPORT CT,CT,NONRES,CT0150011,Aquarion Water Co of CT-Main System
700044145.0,34 COTTAGE PL,34 COTTAGE PL,BRIDGEPORT,34 COTTAGE PL BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700044462.0,115 BROAD ST,115 BROAD ST,BRIDGEPORT,115 BROAD ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700045505.0,286 LAFAYETTE ST,286 LAFAYETTE ST,BRIDGEPORT,286 LAFAYETTE ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700045517.0,290-292 LAFAYETTE ST,290-292 LAFAYETTE ST,BRIDGEPORT,290-292 LAFAYETTE ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700045528.0,294-296 LAFAYETTE ST,294-296 LAFAYETTE ST,BRIDGEPORT,294-296 LAFAYETTE ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700045761.0,186 WALDEMERE AVE,186 WALDEMERE AVE,BRIDGEPORT,186 WALDEMERE AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700045835.0,153 LINDEN AVE,153 LINDEN AVE,BRIDGEPORT,153 LINDEN AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700045851.0,165 LINDEN AVE,165 LINDEN AVE,BRIDGEPORT,165 LINDEN AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700045885.0,82 MARINA PARK CIRCLE,82 MARINA PARK CIRCLE,BRIDGEPORT,82 MARINA PARK CIRCLE BRIDGEPORT CT,CT,NONRES,CT0150011,Aquarion Water Co of CT-Main System
700046482.0,412 ATLANTIC ST,412 ATLANTIC ST,BRIDGEPORT,412 ATLANTIC ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700046769.0,146 CATHERINE ST,146 CATHERINE ST,BRIDGEPORT,146 CATHERINE ST BRIDGEPORT CT,CT,NONRES,CT0150011,Aquarion Water Co of CT-Main System
700046785.0,163 CATHERINE ST,163 CATHERINE ST,BRIDGEPORT,163 CATHERINE ST BRIDGEPORT CT,CT,NONRES,CT0150011,Aquarion Water Co of CT-Main System
700046793.0,173-175 CATHERINE ST,173-175 CATHERINE ST,BRIDGEPORT,173-175 CATHERINE ST BRIDGEPORT CT,CT,NONRES,CT0150011,Aquarion Water Co of CT-Main System
700046798.0,192-194 CATHERINE ST,192-194 CATHERINE ST,BRIDGEPORT,192-194 CATHERINE ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700046986.0,30 CENTER ST,30 CENTER ST,BRIDGEPORT,30 CENTER ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700047053.0,510-512 ATLANTIC ST,510-512 ATLANTIC ST,BRIDGEPORT,510-512 ATLANTIC ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700047449.0,114-120 RENNELL ST,114-120 RENNELL ST,BRIDGEPORT,114-120 RENNELL ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700047460.0,117 RENNELL ST,117 RENNELL ST,BRIDGEPORT,117 RENNELL ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700047509.0,105-07 WALNUT ST,105-07 WALNUT ST,BRIDGEPORT,105-07 WALNUT ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700047518.0,664 IRANISTAN AVE,664 IRANISTAN AVE,BRIDGEPORT,664 IRANISTAN AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700047606.0,61-63 RIDGE AVE,61-63 RIDGE AVE,BRIDGEPORT,61-63 RIDGE AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700047662.0,763 IRANISTAN AVE,763 IRANISTAN AVE,BRIDGEPORT,763 IRANISTAN AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700048009.0,40 CENTER ST,40 CENTER ST,BRIDGEPORT,40 CENTER ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700048027.0,61 CENTER ST,61 CENTER ST,BRIDGEPORT,61 CENTER ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700048039.0,49 CENTER ST,49 CENTER ST,BRIDGEPORT,49 CENTER ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700048092.0,87 CENTER ST,87 CENTER ST,BRIDGEPORT,87 CENTER ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700048098.0,94-96 CENTER ST,94-96 CENTER ST,BRIDGEPORT,94-96 CENTER ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700048140.0,118-124 CENTER ST,118-124 CENTER ST,BRIDGEPORT,118-124 CENTER ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700048151.0,130-132 CENTER ST,130-132 CENTER ST,BRIDGEPORT,130-132 CENTER ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700048330.0,184 CATHERINE ST,184 CATHERINE ST,BRIDGEPORT,184 CATHERINE ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700048341.0,202-08 CATHERINE ST,202-08 CATHERINE ST,BRIDGEPORT,202-08 CATHERINE ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700048575.0,48 PARK TER,48 PARK TER,BRIDGEPORT,48 PARK TER BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700048587.0,64-66 PARK TER,64-66 PARK TER,BRIDGEPORT,64-66 PARK TER BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700048598.0,80 PARK TER,80 PARK TER,BRIDGEPORT,80 PARK TER BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700048612.0,86-88 PARK TER,86-88 PARK TER,BRIDGEPORT,86-88 PARK TER BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700048767.0,276 GREGORY ST,276 GREGORY ST,BRIDGEPORT,276 GREGORY ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700048818.0,354-356 GREGORY ST,354-356 GREGORY ST,BRIDGEPORT,354-356 GREGORY ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700048855.0,367 GREGORY ST,367 GREGORY ST,BRIDGEPORT,367 GREGORY ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700048894.0,373-375 GREGORY ST,373-375 GREGORY ST,BRIDGEPORT,373-375 GREGORY ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700048949.0,393 GREGORY ST,393 GREGORY ST,BRIDGEPORT,393 GREGORY ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700048988.0,406 GREGORY ST,406 GREGORY ST,BRIDGEPORT,406 GREGORY ST BRIDGEPORT CT,CT,NONRES,CT0150011,Aquarion Water Co of CT-Main System
700049123.0,104 LEWIS ST,104 LEWIS ST,BRIDGEPORT,104 LEWIS ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700049177.0,533-535 GREGORY ST,533-535 GREGORY ST,BRIDGEPORT,533-535 GREGORY ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700049212.0,553-555 GREGORY ST,553-555 GREGORY ST,BRIDGEPORT,553-555 GREGORY ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700049245.0,167-169 LEWIS ST,167-169 LEWIS ST,BRIDGEPORT,167-169 LEWIS ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700049290.0,184-190 LEWIS ST,184-190 LEWIS ST,BRIDGEPORT,184-190 LEWIS ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700049349.0,208 LEWIS ST,208 LEWIS ST,BRIDGEPORT,208 LEWIS ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700049388.0,57-59 PARK TER,57-59 PARK TER,BRIDGEPORT,57-59 PARK TER BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700049399.0,65-67 PARK TER,65-67 PARK TER,BRIDGEPORT,65-67 PARK TER BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700049406.0,228 LEWIS ST,228 LEWIS ST,BRIDGEPORT,228 LEWIS ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700049412.0,71 PARK TER,71 PARK TER,BRIDGEPORT,71 PARK TER BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700049421.0,230 LEWIS ST,230 LEWIS ST,BRIDGEPORT,230 LEWIS ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700049461.0,93-95 PARK TER,93-95 PARK TER,BRIDGEPORT,93-95 PARK TER BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700049483.0,99-101 PARK TER,99-101 PARK TER,BRIDGEPORT,99-101 PARK TER BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700050002.0,42 COTTAGE ST,42 COTTAGE ST,BRIDGEPORT,42 COTTAGE ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700050176.0,85 COTTAGE ST,85 COTTAGE ST,BRIDGEPORT,85 COTTAGE ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700050197.0,36 MYRTLE AVE,36 MYRTLE AVE,BRIDGEPORT,36 MYRTLE AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700050208.0,94-96 COTTAGE ST,94-96 COTTAGE ST,BRIDGEPORT,94-96 COTTAGE ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700050236.0,53-55 MYRTLE AVE,53-55 MYRTLE AVE,BRIDGEPORT,53-55 MYRTLE AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700050250.0,59-61 MYRTLE AVE,59-61 MYRTLE AVE,BRIDGEPORT,59-61 MYRTLE AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700050284.0,121-25 COTTAGE ST,121-25 COTTAGE ST,BRIDGEPORT,121-25 COTTAGE ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700050307.0,147 COTTAGE ST,147 COTTAGE ST,BRIDGEPORT,147 COTTAGE ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700050351.0,167 COTTAGE ST,167 COTTAGE ST,BRIDGEPORT,167 COTTAGE ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700050358.0,274-278 MYRTLE AVE,274-278 MYRTLE AVE,BRIDGEPORT,274-278 MYRTLE AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700050369.0,275-77 MYRTLE AVE,275-77 MYRTLE AVE,BRIDGEPORT,275-77 MYRTLE AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700050380.0,281 MYRTLE AVE,281 MYRTLE AVE,BRIDGEPORT,281 MYRTLE AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700050385.0,185 COTTAGE ST,185 COTTAGE ST,BRIDGEPORT,185 COTTAGE ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700050394.0,282-286 MYRTLE AVE,282-286 MYRTLE AVE,BRIDGEPORT,282-286 MYRTLE AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700050451.0,380-86 MYRTLE AVE,380-86 MYRTLE AVE,BRIDGEPORT,380-86 MYRTLE AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700050463.0,381 MYRTLE AVE,381 MYRTLE AVE,BRIDGEPORT,381 MYRTLE AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700050508.0,220 COTTAGE ST,220 COTTAGE ST,BRIDGEPORT,220 COTTAGE ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700050521.0,681 MYRTLE AVE,681 MYRTLE AVE,BRIDGEPORT,681 MYRTLE AVE BRIDGEPORT CT,CT,NONRES,CT0150011,Aquarion Water Co of CT-Main System
700050545.0,256 COTTAGE ST,256 COTTAGE ST,BRIDGEPORT,256 COTTAGE ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700050618.0,125-127 AUSTIN ST,125-127 AUSTIN ST,BRIDGEPORT,125-127 AUSTIN ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700050691.0,83-85 SEELEY ST,83-85 SEELEY ST,BRIDGEPORT,83-85 SEELEY ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700050705.0,99 W LIBERTY ST,99 W LIBERTY ST,BRIDGEPORT,99 W LIBERTY ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700050786.0,26 WEST AVE,26 WEST AVE,BRIDGEPORT,26 WEST AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700050824.0,246 WEST AVE,246 WEST AVE,BRIDGEPORT,246 WEST AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700050834.0,252 WEST AVE,252 WEST AVE,BRIDGEPORT,252 WEST AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700050913.0,172 HANOVER ST,172 HANOVER ST,BRIDGEPORT,172 HANOVER ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700050945.0,254 HANOVER ST,254 HANOVER ST,BRIDGEPORT,254 HANOVER ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700050989.0,295 HANOVER ST,295 HANOVER ST,BRIDGEPORT,295 HANOVER ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700050995.0,297 HANOVER ST,297 HANOVER ST,BRIDGEPORT,297 HANOVER ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700051547.0,358-360 HANOVER ST,358-360 HANOVER ST,BRIDGEPORT,358-360 HANOVER ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700051552.0,372-376 HANOVER ST,372-376 HANOVER ST,BRIDGEPORT,372-376 HANOVER ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700051559.0,378-382 HANOVER ST,378-382 HANOVER ST,BRIDGEPORT,378-382 HANOVER ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700051565.0,386-90 HANOVER ST,386-90 HANOVER ST,BRIDGEPORT,386-90 HANOVER ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700051571.0,400 HANOVER ST,400 HANOVER ST,BRIDGEPORT,400 HANOVER ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700051591.0,98-02 NORMAN ST,98-02 NORMAN ST,BRIDGEPORT,98-02 NORMAN ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700051628.0,114-118 NORMAN ST,114-118 NORMAN ST,BRIDGEPORT,114-118 NORMAN ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700051638.0,150-154 NORMAN ST,150-154 NORMAN ST,BRIDGEPORT,150-154 NORMAN ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700051665.0,296 PARK AVE,296 PARK AVE,BRIDGEPORT,296 PARK AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700051701.0,201 NORMAN ST,201 NORMAN ST,BRIDGEPORT,201 NORMAN ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700051759.0,231-233 NORMAN ST,231-233 NORMAN ST,BRIDGEPORT,231-233 NORMAN ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700051768.0,232-34 NORMAN ST,232-34 NORMAN ST,BRIDGEPORT,232-34 NORMAN ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700051774.0,349-351 PARK AVE,349-351 PARK AVE,BRIDGEPORT,349-351 PARK AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700051775.0,240 NORMAN ST,240 NORMAN ST,BRIDGEPORT,240 NORMAN ST BRIDGEPORT CT,CT,NONRES,CT0150011,Aquarion Water Co of CT-Main System
700051817.0,375 PARK AVE,375 PARK AVE,BRIDGEPORT,375 PARK AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700056772.0,829 PARK AVE,829 PARK AVE,BRIDGEPORT,829 PARK AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700068739.0,556-558 GREGORY ST,556-558 GREGORY ST,BRIDGEPORT,556-558 GREGORY ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700128829.0,450 PARK AVE,450 PARK AVE,BRIDGEPORT,450 PARK AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700138355.0,329 WEST AVE,329 WEST AVE,BRIDGEPORT,329 WEST AVE BRIDGEPORT CT,CT,NONRES,CT0150011,Aquarion Water Co of CT-Main System
700138862.0,91 HIGHLAND AVE,91 HIGHLAND AVE,BRIDGEPORT,91 HIGHLAND AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
700140748.0,102 W LIBERTY ST,102 W LIBERTY ST,BRIDGEPORT,102 W LIBERTY ST BRIDGEPORT CT,CT,NONRES,CT0150011,Aquarion Water Co of CT-Main System
700140759.0,104 W LIBERTY ST,104 W LIBERTY ST,BRIDGEPORT,104 W LIBERTY ST BRIDGEPORT CT,CT,NONRES,CT0150011,Aquarion Water Co of CT-Main System
700222728.0,298-300 LAFAYETTE ST,298-300 LAFAYETTE ST,BRIDGEPORT,298-300 LAFAYETTE ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700222865.0,75 RIDGE AVE COMMUNITY GARDEN,75 RIDGE AVE COMMUNITY GARDEN,BRIDGEPORT,75 RIDGE AVE COMMUNITY GARDEN BRIDGEPORT CT,CT,NONRES,CT0150011,Aquarion Water Co of CT-Main System
700223474.0,85-89 HIGHLAND AVE,85-89 HIGHLAND AVE,BRIDGEPORT,85-89 HIGHLAND AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System
700223864.0,86 SANFORD AVE,86 SANFORD AVE,BRIDGEPORT,86 SANFORD AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System
