SITE ID,LOCATION IDENTIFIER,STREET ADDRESS,TOWN,merged address,STATE,ENTIRE SERVICE LINE MATERIAL CLASSIFICATION,BUILDING TYPE,PWSID,SYSTEM NAME,lat,long
178118,029500710068,351 EAST MAIN ST,Waterbury,351 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5548562,-73.0345821
178128,029500710069,337 EAST MAIN ST,Waterbury,337 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5547988,-73.0348951
178138,029500710070,325 EAST MAIN ST,Waterbury,325 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5547647,-73.0351032
178148,029500710071,309 EAST MAIN ST,Waterbury,309 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5547627,-73.0354443
178198,029500720062,407 EAST MAIN ST,Waterbury,407 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5548642,-73.0336064
178208,029500720063,391 EAST MAIN ST,Waterbury,391 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5546897,-73.0338621
178218,029500720064,379 EAST MAIN ST,Waterbury,379 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.554693,-73.0340776
178278,029500730042,290 EAST MAIN ST,Waterbury,290 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5542733,-73.0358247
178328,029500730421,278 EAST MAIN ST,Waterbury,278 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department,41.5544908,-73.0361566
178748,029500790601,402 EAST MAIN ST,Waterbury,402 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5542609,-73.0338071
178768,029600720001,421 EAST MAIN ST,Waterbury,421 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5547533,-73.0332823
178788,029600720003,449 EAST MAIN ST,Waterbury,449 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5546146,-73.0328303
178938,029600890019,523 EAST MAIN ST,Waterbury,523 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department,41.5542643,-73.03187
179178,029600900039,589 EAST MAIN ST,Waterbury,589 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department,41.5541841,-73.031243
179188,029600900040,593 EAST MAIN ST,Waterbury,593 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department,41.5541613,-73.0302592
179208,029600900042,611 EAST MAIN ST,Waterbury,611 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department,41.5542315,-73.0298691
179418,029600910061,675 EAST MAIN ST,Waterbury,675 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5540761,-73.0287526
179428,029600910062,687 EAST MAIN ST,Waterbury,687 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5539471,-73.0286131
179438,029600910063,693 EAST MAIN ST,Waterbury,693 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5539676,-73.0284516
179738,029600930093,666 EAST MAIN ST,Waterbury,666 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.553599,-73.0289902
179748,029600930095,648 EAST MAIN ST,Waterbury,648 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department,41.5537621,-73.0289722
179758,029600930096,638 EAST MAIN ST,Waterbury,638 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5537322,-73.0295817
179778,029600930098,574 EAST MAIN ST,Waterbury,574 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5535647,-73.0302009
179788,029600930951,642 EAST MAIN ST,Waterbury,642 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department,41.5534527,-73.0295429
180538,029700810141,334 OAK ST,Waterbury,334 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5527955,-73.0225817
180548,029700810142,340 OAK ST,Waterbury,340 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5526604,-73.0225384
180638,029700930032,758 EAST MAIN ST,Waterbury,758 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department,41.5533285,-73.027631
180648,029700930033,770 EAST MAIN ST,Waterbury,770 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5531016,-73.0274133
180668,029700930035,804 EAST MAIN ST,Waterbury,804 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5528158,-73.0269428
180678,029700930036,810 EAST MAIN ST,Waterbury,810 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.552736,-73.0268015
180698,029700930351,786 EAST MAIN ST,Waterbury,786 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5528966,-73.0270628
180708,029700930352,794 EAST MAIN ST,Waterbury,794 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5440354,-72.9895415
180918,029700950118,300 OAK ST,Waterbury,300 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5537147,-73.0230651
180938,029700950120,304 OAK ST,Waterbury,304 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5535861,-73.0230242
181058,029700960089,228 OAK ST,Waterbury,228 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5551485,-73.0241754
181068,029700960090,232 OAK ST,Waterbury,232 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5550453,-73.0242077
181128,029700960931,248 OAK ST,Waterbury,248 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5546225,-73.0242602
181138,029700970095,225 OAK ST,Waterbury,225 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.555191,-73.0237128
181148,029700970096,235 OAK ST,Waterbury,235 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5549394,-73.0237463
181158,029700970097,245 OAK ST,Waterbury,245 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5546474,-73.0237905
181168,029700970098,255 OAK ST,Waterbury,255 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5545012,-73.023755
181178,029700970099,265 OAK ST,Waterbury,265 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.554414800000004,-73.0236046
181188,029700970100,279 OAK ST,Waterbury,279 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5543222,-73.0232684
181198,029700970101,273 OAK ST,Waterbury,273 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5543349,-73.0234584
181248,029700970971,241 OAK ST,Waterbury,241 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5547771,-73.0237479
181318,029700980109,291 OAK ST,Waterbury,291 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5540149,-73.0228497
181328,029700980110,299 OAK ST,Waterbury,299 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5538515,-73.0227324
181348,029700980112,317 OAK ST,Waterbury,317 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5533954,-73.0224992
181368,029700980114,329 OAK ST,Waterbury,329 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5531057,-73.0223223
181378,029700980115,333 OAK ST,Waterbury,333 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5529269,-73.0222457
181408,029700981081,4 SOUTH OAK ST,Waterbury,4 SOUTH OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5542683,-73.0228927
181428,029700981101,301 OAK ST,Waterbury,301 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5537209,-73.0224856
181448,029800980002,339 OAK ST,Waterbury,339 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5527759,-73.0221849
186778,030203710030,26 MILL PLAIN AVE,Waterbury,26 MILL PLAIN AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5534238,-72.9992898
190178,030504010068,205 CELIA DR,Waterbury,205 CELIA DR Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5559611,-72.9828913
190188,030504010069,215 CELIA DR,Waterbury,215 CELIA DR Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5561389,-72.9828221
190198,030504010070,223 CELIA DR,Waterbury,223 CELIA DR Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5562868,-72.9830605
19228,007802410070,2719 NORTH MAIN ST,Waterbury,2719 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5904779,-73.0280514
19238,007802410071,2731 NORTH MAIN ST,Waterbury,2731 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5907571,-73.0280183
194508,031400650008,1460 WEST MAIN ST,Waterbury,1460 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department,41.5495353,-73.0702453
194908,031400650612,26 ANDREW LN,Waterbury,26 ANDREW LN Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5518155,-73.0685532
194918,031400650621,28 ANDREW LN,Waterbury,28 ANDREW LN Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.55161,-73.0684099
195488,031500440261,26 QUINSIGAMOND AVE,Waterbury,26 QUINSIGAMOND AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5509659,-73.0621676
195648,031500450331,25 QUINSIGAMOND AVE,Waterbury,25 QUINSIGAMOND AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.551056,-73.0617466
195718,031500461312,1312 WEST MAIN ST,Waterbury,1312 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5514509,-73.0657211
195758,031500460012,1374 WEST MAIN ST,Waterbury,1374 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5501238,-73.0666182
195768,031500460013,1376 WEST MAIN ST,Waterbury,1376 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5497081,-73.0667715
19668,007802490069,2635 NORTH MAIN ST,Waterbury,2635 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5883126,-73.028697
197188,032200810042,362 OAK ST,Waterbury,362 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.552112,-73.0224077
197198,032200810043,348 OAK ST,Waterbury,348 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5523467,-73.0223526
197278,032200930003,1108 EAST MAIN ST,Waterbury,1108 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5498893,-73.0230688
197298,032200930005,1130 EAST MAIN ST,Waterbury,1130 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.54968,-73.0227514
197318,032200940008,1119 EAST MAIN ST,Waterbury,1119 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5500089,-73.0226367
197328,032200940009,1109 EAST MAIN ST,Waterbury,1109 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5501071,-73.0227773
197338,032200940010,1101 EAST MAIN ST,Waterbury,1101 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5501796,-73.0228897
197358,032200940012,1083 EAST MAIN ST,Waterbury,1083 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5503341,-73.0230765
197368,032200940013,1073 EAST MAIN ST,Waterbury,1073 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department,41.5502071,-73.0230987
197378,032200940014,1065 EAST MAIN ST,Waterbury,1065 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5505125,-73.0233659
197388,032200940015,1057 EAST MAIN ST,Waterbury,1057 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department,41.5508837,-73.0235635
197398,032200940017,993 EAST MAIN ST,Waterbury,993 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5513141,-73.0241225
197408,032200940018,981 EAST MAIN ST,Waterbury,981 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5514622,-73.024285
197418,032200940019,961 EAST MAIN ST,Waterbury,961 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5516593,-73.0245555
197428,032200940020,951 EAST MAIN ST,Waterbury,951 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5517446,-73.0246829
197438,032200940021,935 EAST MAIN ST,Waterbury,935 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5519161,-73.0248822
197448,032200940022,921 EAST MAIN ST,Waterbury,921 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5520182,-73.0250539
197468,032200940024,891 EAST MAIN ST,Waterbury,891 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department,41.5522366,-73.0254754
198288,032300980004,359 OAK ST,Waterbury,359 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5523149,-73.0218967
198298,032300980005,371 OAK ST,Waterbury,371 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.552023,-73.0217228
198488,032300980051,365 OAK ST,Waterbury,365 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5521723,-73.0218146
207518,033900460007,1392 WEST MAIN ST,Waterbury,1392 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5492997,-73.0669445
207528,033900460008,1404 WEST MAIN ST,Waterbury,1404 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5489809,-73.0670788
211098,034502790002,478 SOUTH MAIN ST,Waterbury,478 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5493323,-73.0388247
211108,034502790003,490 SOUTH MAIN ST,Waterbury,490 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5491443,-73.0391043
211138,034502790011,472 SOUTH MAIN ST,Waterbury,472 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5494164,-73.0388651
212228,034502930016,653 SOUTH MAIN ST,Waterbury,653 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department,41.5470836,-73.0378696
213688,034800940008,1241 EAST MAIN ST,Waterbury,1241 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5490187,-73.0209205
213708,034800940010,1255 EAST MAIN ST,Waterbury,1255 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5488839,-73.0206545
213848,034800990056,1260 EAST MAIN ST,Waterbury,1260 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5485881,-73.0209185
213858,034800990057,1268 EAST MAIN ST,Waterbury,1268 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5485094,-73.02079
213868,034800990058,1278 EAST MAIN ST,Waterbury,1278 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5484321,-73.0206675
213878,034800990059,1286 EAST MAIN ST,Waterbury,1286 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5483602,-73.0205345
213898,034800990061,1308 EAST MAIN ST,Waterbury,1308 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5482026,-73.0202809
213918,034800990541,1250 EAST MAIN ST,Waterbury,1250 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.548642,-73.0210614
213998,034801010023,1295 EAST MAIN ST,Waterbury,1295 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5485892,-73.0200704
214008,034801010024,1305 EAST MAIN ST,Waterbury,1305 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5484396,-73.0200129
214058,034801010030,1417 EAST MAIN ST,Waterbury,1417 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department,41.5479245,-73.0193499
214098,034801010241,1309 EAST MAIN ST,Waterbury,1309 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5483773,-73.0198807
215318,034903500051,67 WOODWARD AVE,Waterbury,67 WOODWARD AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5482221,-73.0130944
215328,034903500052,61 WOODWARD AVE,Waterbury,61 WOODWARD AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5483106,-73.0132375
215338,034903500053,47 WOODWARD AVE,Waterbury,47 WOODWARD AVE Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5484958,-73.0134235
215358,034903500055,35 WOODWARD AVE,Waterbury,35 WOODWARD AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5486558,-73.0137534
215368,034903500056,29 WOODWARD AVE,Waterbury,29 WOODWARD AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5487297,-73.0138512
215378,034903500057,23 WOODWARD AVE,Waterbury,23 WOODWARD AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5488094,-73.0140141
215488,034903500068,48 HUNGERFORD AVE,Waterbury,48 HUNGERFORD AVE Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5487575,-73.0130344
215498,034903500069,52 HUNGERFORD AVE,Waterbury,52 HUNGERFORD AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5486101,-73.013071
215508,034903500070,60 HUNGERFORD AVE,Waterbury,60 HUNGERFORD AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5485125,-73.0128303
215528,034903500072,79 WOODWARD AVE,Waterbury,79 WOODWARD AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5480248,-73.012864
215558,034903500531,55 WOODWARD AVE,Waterbury,55 WOODWARD AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.548396,-73.0133486
215578,034903500671,34 HUNGERFORD AVE,Waterbury,34 HUNGERFORD AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5490375,-73.0132175
215658,034903510102,47 HUNGERFORD AVE,Waterbury,47 HUNGERFORD AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5489193,-73.012575
215668,034903510103,41 HUNGERFORD AVE,Waterbury,41 HUNGERFORD AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5490371,-73.0126299
215678,034903510104,33 HUNGERFORD AVE,Waterbury,33 HUNGERFORD AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.549153,-73.0127286
220338,035301430047,151 MIDLAND RD,Waterbury,151 MIDLAND RD Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5485975,-72.9898579
220398,035301430472,159 MIDLAND RD,Waterbury,159 MIDLAND RD Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5488762,-72.9898984
221318,035304590491,160 MIDLAND RD,Waterbury,160 MIDLAND RD Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5489413,-72.9893725
221328,035304590492,152 MIDLAND RD,Waterbury,152 MIDLAND RD Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5486744,-72.9892724
233188,036902930005,685 SOUTH MAIN ST,Waterbury,685 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5465039,-73.0377031
233198,036902930006,701 SOUTH MAIN ST,Waterbury,701 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5463723,-73.0376188
233218,036902930008,725 SOUTH MAIN ST,Waterbury,725 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5460677,-73.037592
234658,037201020004,1485 EAST MAIN ST,Waterbury,1485 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5468903,-73.0171972
234798,037301050006,1615 EAST MAIN ST,Waterbury,1615 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5464462,-73.0153482
234808,037301050007,1623 EAST MAIN ST,Waterbury,1623 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5463971,-73.0151731
234818,037301050008,1631 EAST MAIN ST,Waterbury,1631 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5463368,-73.0150137
234918,037301060018,1649 EAST MAIN ST,Waterbury,1649 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5462929,-73.0146304
234928,037301060019,1663 EAST MAIN ST,Waterbury,1663 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5463372,-73.0143976
235038,037301060030,1705 EAST MAIN ST,Waterbury,1705 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5462158,-73.0136007
235258,037301070048,1761 EAST MAIN ST,Waterbury,1761 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5456879,-73.012876
235268,037301070049,1765 EAST MAIN ST,Waterbury,1765 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5456416,-73.0127185
235288,037301070051,1785 EAST MAIN ST,Waterbury,1785 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.545485,-73.012402
235298,037301070052,1795 EAST MAIN ST,Waterbury,1795 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5454246,-73.0122696
235528,037301080077,1833 EAST MAIN ST,Waterbury,1833 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5451369,-73.0115591
235538,037301080078,1853 EAST MAIN ST,Waterbury,1853 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5449855,-73.0113429
235548,037301080079,1863 EAST MAIN ST,Waterbury,1863 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5449182,-73.0111759
235658,037301090116,1716 EAST MAIN ST,Waterbury,1716 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5456262,-73.0138215
235678,037301090118,1650 EAST MAIN ST,Waterbury,1650 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5459079,-73.01481
235778,037301091171,1714 EAST MAIN ST,Waterbury,1714 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department,41.5456849,-73.0139707
235798,037201040003,0 IDYLWOOD AVE SPRPL,Waterbury,0 IDYLWOOD AVE SPRPL Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,NA,NA
235838,037301110082,1880 EAST MAIN ST,Waterbury,1880 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5444199,-73.011173
236228,037401080035,1893 EAST MAIN ST,Waterbury,1893 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5447342,-73.0107169
236238,037401080036,1881 EAST MAIN ST,Waterbury,1881 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5447734,-73.0108866
236248,037401080037,1869 EAST MAIN ST,Waterbury,1869 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5448503,-73.0110451
236258,037401110038,1892 EAST MAIN ST,Waterbury,1892 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5443667,-73.011040499999993
238088,037501340101,2271 EAST MAIN ST,Waterbury,2271 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.544295,-73.0041744
238258,037501341011,2273 EAST MAIN ST,Waterbury,2273 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5442369,-73.003841
238598,037601340029,33 PLEASANT VIEW AVE,Waterbury,33 PLEASANT VIEW AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,NA,NA
