SITE ID,LOCATION IDENTIFIER,STREET ADDRESS,TOWN,merged address,STATE,ENTIRE SERVICE LINE MATERIAL CLASSIFICATION,BUILDING TYPE,PWSID,SYSTEM NAME
180548,029700810142,340 OAK ST,Waterbury,340 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
180638,029700930032,758 EAST MAIN ST,Waterbury,758 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department
180648,029700930033,770 EAST MAIN ST,Waterbury,770 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
180668,029700930035,804 EAST MAIN ST,Waterbury,804 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
180678,029700930036,810 EAST MAIN ST,Waterbury,810 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
180698,029700930351,786 EAST MAIN ST,Waterbury,786 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
180708,029700930352,794 EAST MAIN ST,Waterbury,794 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
180918,029700950118,300 OAK ST,Waterbury,300 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
180938,029700950120,304 OAK ST,Waterbury,304 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
181058,029700960089,228 OAK ST,Waterbury,228 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
181068,029700960090,232 OAK ST,Waterbury,232 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
181128,029700960931,248 OAK ST,Waterbury,248 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
181138,029700970095,225 OAK ST,Waterbury,225 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
181148,029700970096,235 OAK ST,Waterbury,235 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
181158,029700970097,245 OAK ST,Waterbury,245 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
181168,029700970098,255 OAK ST,Waterbury,255 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
181178,029700970099,265 OAK ST,Waterbury,265 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
181188,029700970100,279 OAK ST,Waterbury,279 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
181198,029700970101,273 OAK ST,Waterbury,273 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
181248,029700970971,241 OAK ST,Waterbury,241 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
181318,029700980109,291 OAK ST,Waterbury,291 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
181328,029700980110,299 OAK ST,Waterbury,299 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
181348,029700980112,317 OAK ST,Waterbury,317 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
181368,029700980114,329 OAK ST,Waterbury,329 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
181378,029700980115,333 OAK ST,Waterbury,333 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
181408,029700981081,4 SOUTH OAK ST,Waterbury,4 SOUTH OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
181428,029700981101,301 OAK ST,Waterbury,301 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
181448,029800980002,339 OAK ST,Waterbury,339 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
186778,030203710030,26 MILL PLAIN AVE,Waterbury,26 MILL PLAIN AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
190178,030504010068,205 CELIA DR,Waterbury,205 CELIA DR Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
190188,030504010069,215 CELIA DR,Waterbury,215 CELIA DR Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
190198,030504010070,223 CELIA DR,Waterbury,223 CELIA DR Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
19228,007802410070,2719 NORTH MAIN ST,Waterbury,2719 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
19238,007802410071,2731 NORTH MAIN ST,Waterbury,2731 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
194508,031400650008,1460 WEST MAIN ST,Waterbury,1460 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department
194908,031400650612,26 ANDREW LN,Waterbury,26 ANDREW LN Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
194918,031400650621,28 ANDREW LN,Waterbury,28 ANDREW LN Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
195488,031500440261,26 QUINSIGAMOND AVE,Waterbury,26 QUINSIGAMOND AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
195648,031500450331,25 QUINSIGAMOND AVE,Waterbury,25 QUINSIGAMOND AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
195718,031500461312,1312 WEST MAIN ST,Waterbury,1312 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
195758,031500460012,1374 WEST MAIN ST,Waterbury,1374 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
195768,031500460013,1376 WEST MAIN ST,Waterbury,1376 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
19668,007802490069,2635 NORTH MAIN ST,Waterbury,2635 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
197188,032200810042,362 OAK ST,Waterbury,362 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
197198,032200810043,348 OAK ST,Waterbury,348 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
197278,032200930003,1108 EAST MAIN ST,Waterbury,1108 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
197298,032200930005,1130 EAST MAIN ST,Waterbury,1130 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
197318,032200940008,1119 EAST MAIN ST,Waterbury,1119 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
197328,032200940009,1109 EAST MAIN ST,Waterbury,1109 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
197338,032200940010,1101 EAST MAIN ST,Waterbury,1101 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
197358,032200940012,1083 EAST MAIN ST,Waterbury,1083 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
197368,032200940013,1073 EAST MAIN ST,Waterbury,1073 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department
197378,032200940014,1065 EAST MAIN ST,Waterbury,1065 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
197388,032200940015,1057 EAST MAIN ST,Waterbury,1057 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department
197398,032200940017,993 EAST MAIN ST,Waterbury,993 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
197408,032200940018,981 EAST MAIN ST,Waterbury,981 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
197418,032200940019,961 EAST MAIN ST,Waterbury,961 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
197428,032200940020,951 EAST MAIN ST,Waterbury,951 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
197438,032200940021,935 EAST MAIN ST,Waterbury,935 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
197448,032200940022,921 EAST MAIN ST,Waterbury,921 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
197468,032200940024,891 EAST MAIN ST,Waterbury,891 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department
198288,032300980004,359 OAK ST,Waterbury,359 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
198298,032300980005,371 OAK ST,Waterbury,371 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
198488,032300980051,365 OAK ST,Waterbury,365 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
207518,033900460007,1392 WEST MAIN ST,Waterbury,1392 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
207528,033900460008,1404 WEST MAIN ST,Waterbury,1404 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
211098,034502790002,478 SOUTH MAIN ST,Waterbury,478 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
211108,034502790003,490 SOUTH MAIN ST,Waterbury,490 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
211138,034502790011,472 SOUTH MAIN ST,Waterbury,472 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
212228,034502930016,653 SOUTH MAIN ST,Waterbury,653 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department
213688,034800940008,1241 EAST MAIN ST,Waterbury,1241 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
213708,034800940010,1255 EAST MAIN ST,Waterbury,1255 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
213848,034800990056,1260 EAST MAIN ST,Waterbury,1260 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
213858,034800990057,1268 EAST MAIN ST,Waterbury,1268 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
213868,034800990058,1278 EAST MAIN ST,Waterbury,1278 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
213878,034800990059,1286 EAST MAIN ST,Waterbury,1286 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
213898,034800990061,1308 EAST MAIN ST,Waterbury,1308 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
213918,034800990541,1250 EAST MAIN ST,Waterbury,1250 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
213998,034801010023,1295 EAST MAIN ST,Waterbury,1295 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
214008,034801010024,1305 EAST MAIN ST,Waterbury,1305 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
214058,034801010030,1417 EAST MAIN ST,Waterbury,1417 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department
214098,034801010241,1309 EAST MAIN ST,Waterbury,1309 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
215318,034903500051,67 WOODWARD AVE,Waterbury,67 WOODWARD AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
215328,034903500052,61 WOODWARD AVE,Waterbury,61 WOODWARD AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
215338,034903500053,47 WOODWARD AVE,Waterbury,47 WOODWARD AVE Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
215358,034903500055,35 WOODWARD AVE,Waterbury,35 WOODWARD AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
215368,034903500056,29 WOODWARD AVE,Waterbury,29 WOODWARD AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
215378,034903500057,23 WOODWARD AVE,Waterbury,23 WOODWARD AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
215488,034903500068,48 HUNGERFORD AVE,Waterbury,48 HUNGERFORD AVE Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
215498,034903500069,52 HUNGERFORD AVE,Waterbury,52 HUNGERFORD AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
215508,034903500070,60 HUNGERFORD AVE,Waterbury,60 HUNGERFORD AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
215528,034903500072,79 WOODWARD AVE,Waterbury,79 WOODWARD AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
215558,034903500531,55 WOODWARD AVE,Waterbury,55 WOODWARD AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
215578,034903500671,34 HUNGERFORD AVE,Waterbury,34 HUNGERFORD AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
215658,034903510102,47 HUNGERFORD AVE,Waterbury,47 HUNGERFORD AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
215668,034903510103,41 HUNGERFORD AVE,Waterbury,41 HUNGERFORD AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
215678,034903510104,33 HUNGERFORD AVE,Waterbury,33 HUNGERFORD AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
220338,035301430047,151 MIDLAND RD,Waterbury,151 MIDLAND RD Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
220398,035301430472,159 MIDLAND RD,Waterbury,159 MIDLAND RD Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
221318,035304590491,160 MIDLAND RD,Waterbury,160 MIDLAND RD Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
221328,035304590492,152 MIDLAND RD,Waterbury,152 MIDLAND RD Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
233188,036902930005,685 SOUTH MAIN ST,Waterbury,685 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
233198,036902930006,701 SOUTH MAIN ST,Waterbury,701 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
233218,036902930008,725 SOUTH MAIN ST,Waterbury,725 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
234658,037201020004,1485 EAST MAIN ST,Waterbury,1485 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
234798,037301050006,1615 EAST MAIN ST,Waterbury,1615 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
234808,037301050007,1623 EAST MAIN ST,Waterbury,1623 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
234818,037301050008,1631 EAST MAIN ST,Waterbury,1631 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
234918,037301060018,1649 EAST MAIN ST,Waterbury,1649 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
234928,037301060019,1663 EAST MAIN ST,Waterbury,1663 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
235038,037301060030,1705 EAST MAIN ST,Waterbury,1705 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
235258,037301070048,1761 EAST MAIN ST,Waterbury,1761 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
235268,037301070049,1765 EAST MAIN ST,Waterbury,1765 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
235288,037301070051,1785 EAST MAIN ST,Waterbury,1785 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
235298,037301070052,1795 EAST MAIN ST,Waterbury,1795 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
235528,037301080077,1833 EAST MAIN ST,Waterbury,1833 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
235538,037301080078,1853 EAST MAIN ST,Waterbury,1853 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
235548,037301080079,1863 EAST MAIN ST,Waterbury,1863 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
235658,037301090116,1716 EAST MAIN ST,Waterbury,1716 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
235678,037301090118,1650 EAST MAIN ST,Waterbury,1650 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
235778,037301091171,1714 EAST MAIN ST,Waterbury,1714 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department
235798,037201040003,0 IDYLWOOD AVE SPRPL,Waterbury,0 IDYLWOOD AVE SPRPL Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
235838,037301110082,1880 EAST MAIN ST,Waterbury,1880 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
236228,037401080035,1893 EAST MAIN ST,Waterbury,1893 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
236238,037401080036,1881 EAST MAIN ST,Waterbury,1881 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
236248,037401080037,1869 EAST MAIN ST,Waterbury,1869 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
236258,037401110038,1892 EAST MAIN ST,Waterbury,1892 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
238088,037501340101,2271 EAST MAIN ST,Waterbury,2271 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
238258,037501341011,2273 EAST MAIN ST,Waterbury,2273 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
238598,037601340029,33 PLEASANT VIEW AVE,Waterbury,33 PLEASANT VIEW AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
239358,037701430078,2901 EAST MAIN ST,Waterbury,2901 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
239368,037701430079,2909 EAST MAIN ST,Waterbury,2909 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
239508,037701450002,32 PLEASANT VIEW AVE,Waterbury,32 PLEASANT VIEW AVE Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
240458,037801430032,2929 EAST MAIN ST,Waterbury,2929 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
240548,037801490021,270 DECICCO RD,Waterbury,270 DECICCO RD Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
240588,037801490022,282 DECICCO RD,Waterbury,282 DECICCO RD Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
240598,037801490023,3083 EAST MAIN ST,Waterbury,3083 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
240608,037801490024,3081 EAST MAIN ST,Waterbury,3081 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
240618,037801490025,3065 EAST MAIN ST,Waterbury,3065 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
240638,037801490027,3005 EAST MAIN ST,Waterbury,3005 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
240698,037801490211,94 HILLHOUSE RD,Waterbury,94 HILLHOUSE RD Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
240868,037801520042,3091 EAST MAIN ST,Waterbury,3091 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
240878,037801520043,3127 EAST MAIN ST,Waterbury,3127 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
240888,037801520044,3137 EAST MAIN ST,Waterbury,3137 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
240898,037901370015,3156 EAST MAIN ST,Waterbury,3156 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
240908,037901370016,3164 EAST MAIN ST,Waterbury,3164 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
240918,037901370017,3172 EAST MAIN ST,Waterbury,3172 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
240938,037901370019,3200 EAST MAIN ST,Waterbury,3200 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
240958,037901370021,3280 EAST MAIN ST,Waterbury,3280 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department
241008,037901520001,3155 EAST MAIN ST,Waterbury,3155 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
241848,037901530051,3185 EAST MAIN ST,Waterbury,3185 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
241938,037901540313,3363 EAST MAIN ST,Waterbury,3363 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
248778,039203000002,978 SOUTH MAIN ST,Waterbury,978 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
248808,039203000006,1004 SOUTH MAIN ST,Waterbury,1004 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
248818,039203000007,1014 SOUTH MAIN ST,Waterbury,1014 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
248898,039203010019,999 SOUTH MAIN ST,Waterbury,999 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
248908,039203010020,991 SOUTH MAIN ST,Waterbury,991 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
248938,039203010024,945 SOUTH MAIN ST,Waterbury,945 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department
248948,039203010025,935 SOUTH MAIN ST,Waterbury,935 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
248958,039203010026,923 SOUTH MAIN ST,Waterbury,923 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
248968,039203010027,915 SOUTH MAIN ST,Waterbury,915 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
248978,039203010028,911 SOUTH MAIN ST,Waterbury,911 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
249058,039203010024,945 SOUTH MAIN ST,Waterbury,945 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
252358,039701120009,1942 EAST MAIN ST,Waterbury,1942 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
252368,039701120010,1946 EAST MAIN ST,Waterbury,1946 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
252908,039701150064,2024 EAST MAIN ST,Waterbury,2024 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
253028,039701170075,2094 EAST MAIN ST,Waterbury,2094 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
253038,039701170076,2104 EAST MAIN ST,Waterbury,2104 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
253048,039701170077,2152 EAST MAIN ST,Waterbury,2152 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
253198,039701170781,2154 EAST MAIN ST,Waterbury,2154 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
253228,039701200651,2171 EAST MAIN ST,Waterbury,2171 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department
253248,039801170005,2444 EAST MAIN ST,Waterbury,2444 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
253258,039801170006,2462 EAST MAIN ST,Waterbury,2462 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
253268,039801200001,2247 EAST MAIN ST,Waterbury,2247 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
253278,039801170002,2309 EAST MAIN ST,Waterbury,2309 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
253288,039801340004,2457 EAST MAIN ST 1,Waterbury,2457 EAST MAIN ST 1 Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
253298,039901170026,2472 EAST MAIN ST,Waterbury,2472 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
253308,039901170027,2500 EAST MAIN ST,Waterbury,2500 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
254598,040001370050,2714 EAST MAIN ST,Waterbury,2714 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
