SITE ID,LOCATION IDENTIFIER,STREET ADDRESS,TOWN,merged address,STATE,ENTIRE SERVICE LINE MATERIAL CLASSIFICATION,BUILDING TYPE,PWSID,SYSTEM NAME,lat,long
178018,029500130003,122 East Main St,Waterbury,122 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5550764,-73.0386561
17808,007609850003,67 Harvard St,Waterbury,67 Harvard St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5890435,-73.0443545
178118,029500710068,351 East Main St,Waterbury,351 East Main St Waterbury Connecticut,Connecticut,Lead,"Nonresidential, Non-School, Non-Daycare",Ct1510011,Waterbury Water Department,41.5548562,-73.0345821
178128,029500710069,337 East Main St,Waterbury,337 East Main St Waterbury Connecticut,Connecticut,Lead,"Nonresidential, Non-School, Non-Daycare",Ct1510011,Waterbury Water Department,41.5547988,-73.0348951
178138,029500710070,325 East Main St,Waterbury,325 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5547647,-73.0351032
178148,029500710071,309 East Main St,Waterbury,309 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5547627,-73.0354443
178198,029500720062,407 East Main St,Waterbury,407 East Main St Waterbury Connecticut,Connecticut,Lead,"Nonresidential, Non-School, Non-Daycare",Ct1510011,Waterbury Water Department,41.5548642,-73.0336064
178208,029500720063,391 East Main St,Waterbury,391 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5546897,-73.0338621
178218,029500720064,379 East Main St,Waterbury,379 East Main St Waterbury Connecticut,Connecticut,Lead,"Nonresidential, Non-School, Non-Daycare",Ct1510011,Waterbury Water Department,41.554693,-73.0340776
178278,029500730042,290 East Main St,Waterbury,290 East Main St Waterbury Connecticut,Connecticut,Lead,"Nonresidential, Non-School, Non-Daycare",Ct1510011,Waterbury Water Department,41.5542733,-73.0358247
178328,029500730421,278 East Main St,Waterbury,278 East Main St Waterbury Connecticut,Connecticut,Lead,Other,Ct1510011,Waterbury Water Department,41.5544908,-73.0361566
178748,029500790601,402 East Main St,Waterbury,402 East Main St Waterbury Connecticut,Connecticut,Lead,"Nonresidential, Non-School, Non-Daycare",Ct1510011,Waterbury Water Department,41.5542609,-73.0338071
178768,029600720001,421 East Main St,Waterbury,421 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5547533,-73.0332823
178788,029600720003,449 East Main St,Waterbury,449 East Main St Waterbury Connecticut,Connecticut,Lead,"Nonresidential, Non-School, Non-Daycare",Ct1510011,Waterbury Water Department,41.5546146,-73.0328303
178938,029600890019,523 East Main St,Waterbury,523 East Main St Waterbury Connecticut,Connecticut,Lead,Other,Ct1510011,Waterbury Water Department,41.5542643,-73.03187
179178,029600900039,589 East Main St,Waterbury,589 East Main St Waterbury Connecticut,Connecticut,Lead,Other,Ct1510011,Waterbury Water Department,41.5541841,-73.031243
179188,029600900040,593 East Main St,Waterbury,593 East Main St Waterbury Connecticut,Connecticut,Lead,Other,Ct1510011,Waterbury Water Department,41.5541613,-73.0302592
179208,029600900042,611 East Main St,Waterbury,611 East Main St Waterbury Connecticut,Connecticut,Lead,Other,Ct1510011,Waterbury Water Department,41.5542315,-73.0298691
179418,029600910061,675 East Main St,Waterbury,675 East Main St Waterbury Connecticut,Connecticut,Lead,"Nonresidential, Non-School, Non-Daycare",Ct1510011,Waterbury Water Department,41.5540761,-73.0287526
179428,029600910062,687 East Main St,Waterbury,687 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5539471,-73.0286131
179438,029600910063,693 East Main St,Waterbury,693 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5539676,-73.0284516
179738,029600930093,666 East Main St,Waterbury,666 East Main St Waterbury Connecticut,Connecticut,Lead,"Nonresidential, Non-School, Non-Daycare",Ct1510011,Waterbury Water Department,41.553599,-73.0289902
179748,029600930095,648 East Main St,Waterbury,648 East Main St Waterbury Connecticut,Connecticut,Lead,Other,Ct1510011,Waterbury Water Department,41.5537621,-73.0289722
179758,029600930096,638 East Main St,Waterbury,638 East Main St Waterbury Connecticut,Connecticut,Lead,"Nonresidential, Non-School, Non-Daycare",Ct1510011,Waterbury Water Department,41.5537322,-73.0295817
179778,029600930098,574 East Main St,Waterbury,574 East Main St Waterbury Connecticut,Connecticut,Lead,"Nonresidential, Non-School, Non-Daycare",Ct1510011,Waterbury Water Department,41.5535647,-73.0302009
179788,029600930951,642 East Main St,Waterbury,642 East Main St Waterbury Connecticut,Connecticut,Lead,Other,Ct1510011,Waterbury Water Department,41.5534527,-73.0295429
180538,029700810141,334 Oak St,Waterbury,334 Oak St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5527955,-73.0225817
180548,029700810142,340 Oak St,Waterbury,340 Oak St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5526604,-73.0225384
180638,029700930032,758 East Main St,Waterbury,758 East Main St Waterbury Connecticut,Connecticut,Lead,Other,Ct1510011,Waterbury Water Department,41.5533285,-73.027631
180648,029700930033,770 East Main St,Waterbury,770 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5531016,-73.0274133
180668,029700930035,804 East Main St,Waterbury,804 East Main St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5528158,-73.0269428
180678,029700930036,810 East Main St,Waterbury,810 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.552736,-73.0268015
180698,029700930351,786 East Main St,Waterbury,786 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5528966,-73.0270628
180708,029700930352,794 East Main St,Waterbury,794 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5440354,-72.9895415
180918,029700950118,300 Oak St,Waterbury,300 Oak St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5537147,-73.0230651
180938,029700950120,304 Oak St,Waterbury,304 Oak St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5535861,-73.0230242
181058,029700960089,228 Oak St,Waterbury,228 Oak St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5551485,-73.0241754
181068,029700960090,232 Oak St,Waterbury,232 Oak St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5550453,-73.0242077
181128,029700960931,248 Oak St,Waterbury,248 Oak St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5546225,-73.0242602
181138,029700970095,225 Oak St,Waterbury,225 Oak St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.555191,-73.0237128
181148,029700970096,235 Oak St,Waterbury,235 Oak St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5549394,-73.0237463
181158,029700970097,245 Oak St,Waterbury,245 Oak St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5546474,-73.0237905
181168,029700970098,255 Oak St,Waterbury,255 Oak St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5545012,-73.023755
181178,029700970099,265 Oak St,Waterbury,265 Oak St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5544148,-73.0236046
181188,029700970100,279 Oak St,Waterbury,279 Oak St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5543222,-73.0232684
181198,029700970101,273 Oak St,Waterbury,273 Oak St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5543349,-73.0234584
181248,029700970971,241 Oak St,Waterbury,241 Oak St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5547771,-73.0237479
181318,029700980109,291 Oak St,Waterbury,291 Oak St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5540149,-73.0228497
181328,029700980110,299 Oak St,Waterbury,299 Oak St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5538515,-73.0227324
181348,029700980112,317 Oak St,Waterbury,317 Oak St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5533954,-73.0224992
181368,029700980114,329 Oak St,Waterbury,329 Oak St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5531057,-73.0223223
181378,029700980115,333 Oak St,Waterbury,333 Oak St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5529269,-73.0222457
181408,029700981081,4 South Oak St,Waterbury,4 South Oak St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5542683,-73.0228927
181428,029700981101,301 Oak St,Waterbury,301 Oak St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5537209,-73.0224856
181448,029800980002,339 Oak St,Waterbury,339 Oak St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5527759,-73.0221849
186778,030203710030,26 Mill Plain Ave,Waterbury,26 Mill Plain Ave Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5534238,-72.9992898
190178,030504010068,205 Celia Dr,Waterbury,205 Celia Dr Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5559611,-72.9828913
190188,030504010069,215 Celia Dr,Waterbury,215 Celia Dr Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5561389,-72.9828221
190198,030504010070,223 Celia Dr,Waterbury,223 Celia Dr Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5562868,-72.9830605
19228,007802410070,2719 North Main St,Waterbury,2719 North Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5904779,-73.0280514
19238,007802410071,2731 North Main St,Waterbury,2731 North Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5907571,-73.0280183
194508,031400650008,1460 West Main St,Waterbury,1460 West Main St Waterbury Connecticut,Connecticut,Lead,Other,Ct1510011,Waterbury Water Department,41.5495353,-73.0702453
194908,031400650612,26 Andrew Ln,Waterbury,26 Andrew Ln Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5518155,-73.0685532
194918,031400650621,28 Andrew Ln,Waterbury,28 Andrew Ln Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.55161,-73.0684099
195488,031500440261,26 Quinsigamond Ave,Waterbury,26 Quinsigamond Ave Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5509659,-73.0621676
195648,031500450331,25 Quinsigamond Ave,Waterbury,25 Quinsigamond Ave Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.551056,-73.0617466
195718,031500461312,1312 West Main St,Waterbury,1312 West Main St Waterbury Connecticut,Connecticut,Lead,"Nonresidential, Non-School, Non-Daycare",Ct1510011,Waterbury Water Department,41.5514509,-73.0657211
195758,031500460012,1374 West Main St,Waterbury,1374 West Main St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5501238,-73.0666182
195768,031500460013,1376 West Main St,Waterbury,1376 West Main St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5497081,-73.0667715
19668,007802490069,2635 North Main St,Waterbury,2635 North Main St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5883126,-73.028697
197188,032200810042,362 Oak St,Waterbury,362 Oak St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.552112,-73.0224077
197198,032200810043,348 Oak St,Waterbury,348 Oak St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5523467,-73.0223526
197278,032200930003,1108 East Main St,Waterbury,1108 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5498893,-73.0230688
197298,032200930005,1130 East Main St,Waterbury,1130 East Main St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.54968,-73.0227514
197318,032200940008,1119 East Main St,Waterbury,1119 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5500089,-73.0226367
197328,032200940009,1109 East Main St,Waterbury,1109 East Main St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5501071,-73.0227773
197338,032200940010,1101 East Main St,Waterbury,1101 East Main St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5501796,-73.0228897
197358,032200940012,1083 East Main St,Waterbury,1083 East Main St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5503341,-73.0230765
197368,032200940013,1073 East Main St,Waterbury,1073 East Main St Waterbury Connecticut,Connecticut,Lead,Other,Ct1510011,Waterbury Water Department,41.5502071,-73.0230987
197378,032200940014,1065 East Main St,Waterbury,1065 East Main St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5505125,-73.0233659
197388,032200940015,1057 East Main St,Waterbury,1057 East Main St Waterbury Connecticut,Connecticut,Lead,Other,Ct1510011,Waterbury Water Department,41.5508837,-73.0235635
197398,032200940017,993 East Main St,Waterbury,993 East Main St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5513141,-73.0241225
197408,032200940018,981 East Main St,Waterbury,981 East Main St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5514622,-73.024285
197418,032200940019,961 East Main St,Waterbury,961 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5516593,-73.0245555
197428,032200940020,951 East Main St,Waterbury,951 East Main St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5517446,-73.0246829
197438,032200940021,935 East Main St,Waterbury,935 East Main St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5519161,-73.0248822
197448,032200940022,921 East Main St,Waterbury,921 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5520182,-73.0250539
197468,032200940024,891 East Main St,Waterbury,891 East Main St Waterbury Connecticut,Connecticut,Lead,Other,Ct1510011,Waterbury Water Department,41.5522366,-73.0254754
198288,032300980004,359 Oak St,Waterbury,359 Oak St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5523149,-73.0218967
198298,032300980005,371 Oak St,Waterbury,371 Oak St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.552023,-73.0217228
198488,032300980051,365 Oak St,Waterbury,365 Oak St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5521723,-73.0218146
207518,033900460007,1392 West Main St,Waterbury,1392 West Main St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5492997,-73.0669445
207528,033900460008,1404 West Main St,Waterbury,1404 West Main St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5489809,-73.0670788
211098,034502790002,478 South Main St,Waterbury,478 South Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5493323,-73.0388247
211108,034502790003,490 South Main St,Waterbury,490 South Main St Waterbury Connecticut,Connecticut,Lead,"Nonresidential, Non-School, Non-Daycare",Ct1510011,Waterbury Water Department,41.5491443,-73.0391043
211138,034502790011,472 South Main St,Waterbury,472 South Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5494164,-73.0388651
212228,034502930016,653 South Main St,Waterbury,653 South Main St Waterbury Connecticut,Connecticut,Lead,Other,Ct1510011,Waterbury Water Department,41.5470836,-73.0378696
213688,034800940008,1241 East Main St,Waterbury,1241 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5490187,-73.0209205
213708,034800940010,1255 East Main St,Waterbury,1255 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5488839,-73.0206545
213848,034800990056,1260 East Main St,Waterbury,1260 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5485881,-73.0209185
213858,034800990057,1268 East Main St,Waterbury,1268 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5485094,-73.02079
213868,034800990058,1278 East Main St,Waterbury,1278 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5484321,-73.0206675
213878,034800990059,1286 East Main St,Waterbury,1286 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5483602,-73.0205345
213898,034800990061,1308 East Main St,Waterbury,1308 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5482026,-73.0202809
213918,034800990541,1250 East Main St,Waterbury,1250 East Main St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.548642,-73.0210614
213998,034801010023,1295 East Main St,Waterbury,1295 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5485892,-73.0200704
214008,034801010024,1305 East Main St,Waterbury,1305 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5484396,-73.0200129
214058,034801010030,1417 East Main St,Waterbury,1417 East Main St Waterbury Connecticut,Connecticut,Lead,Other,Ct1510011,Waterbury Water Department,41.5479245,-73.0193499
214098,034801010241,1309 East Main St,Waterbury,1309 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5483773,-73.0198807
215318,034903500051,67 Woodward Ave,Waterbury,67 Woodward Ave Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5482221,-73.0130944
215328,034903500052,61 Woodward Ave,Waterbury,61 Woodward Ave Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5483106,-73.0132375
215338,034903500053,47 Woodward Ave,Waterbury,47 Woodward Ave Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5484958,-73.0134235
215358,034903500055,35 Woodward Ave,Waterbury,35 Woodward Ave Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5486558,-73.0137534
215368,034903500056,29 Woodward Ave,Waterbury,29 Woodward Ave Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5487297,-73.0138512
215378,034903500057,23 Woodward Ave,Waterbury,23 Woodward Ave Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5488094,-73.0140141
215488,034903500068,48 Hungerford Ave,Waterbury,48 Hungerford Ave Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5487575,-73.0130344
215498,034903500069,52 Hungerford Ave,Waterbury,52 Hungerford Ave Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5486101,-73.013071
215508,034903500070,60 Hungerford Ave,Waterbury,60 Hungerford Ave Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5485125,-73.0128303
215528,034903500072,79 Woodward Ave,Waterbury,79 Woodward Ave Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5480248,-73.012864
215558,034903500531,55 Woodward Ave,Waterbury,55 Woodward Ave Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.548396,-73.0133486
215578,034903500671,34 Hungerford Ave,Waterbury,34 Hungerford Ave Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5490375,-73.0132175
215658,034903510102,47 Hungerford Ave,Waterbury,47 Hungerford Ave Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5489193,-73.012575
215668,034903510103,41 Hungerford Ave,Waterbury,41 Hungerford Ave Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5490371,-73.0126299
215678,034903510104,33 Hungerford Ave,Waterbury,33 Hungerford Ave Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.549153,-73.0127286
220338,035301430047,151 Midland Rd,Waterbury,151 Midland Rd Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5485975,-72.9898579
220398,035301430472,159 Midland Rd,Waterbury,159 Midland Rd Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5488762,-72.9898984
221318,035304590491,160 Midland Rd,Waterbury,160 Midland Rd Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5489413,-72.9893725
221328,035304590492,152 Midland Rd,Waterbury,152 Midland Rd Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5486744,-72.9892724
233188,036902930005,685 South Main St,Waterbury,685 South Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5465039,-73.0377031
233198,036902930006,701 South Main St,Waterbury,701 South Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5463723,-73.0376188
233218,036902930008,725 South Main St,Waterbury,725 South Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5460677,-73.037592
234658,037201020004,1485 East Main St,Waterbury,1485 East Main St Waterbury Connecticut,Connecticut,Lead,"Nonresidential, Non-School, Non-Daycare",Ct1510011,Waterbury Water Department,41.5468903,-73.0171972
234798,037301050006,1615 East Main St,Waterbury,1615 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5464462,-73.0153482
234808,037301050007,1623 East Main St,Waterbury,1623 East Main St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5463971,-73.0151731
234818,037301050008,1631 East Main St,Waterbury,1631 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5463368,-73.0150137
234918,037301060018,1649 East Main St,Waterbury,1649 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5462929,-73.0146304
234928,037301060019,1663 East Main St,Waterbury,1663 East Main St Waterbury Connecticut,Connecticut,Lead,"Nonresidential, Non-School, Non-Daycare",Ct1510011,Waterbury Water Department,41.5463372,-73.0143976
235038,037301060030,1705 East Main St,Waterbury,1705 East Main St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5462158,-73.0136007
235258,037301070048,1761 East Main St,Waterbury,1761 East Main St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5456879,-73.012876
235268,037301070049,1765 East Main St,Waterbury,1765 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5456416,-73.0127185
235288,037301070051,1785 East Main St,Waterbury,1785 East Main St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.545485,-73.012402
235298,037301070052,1795 East Main St,Waterbury,1795 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5454246,-73.0122696
235528,037301080077,1833 East Main St,Waterbury,1833 East Main St Waterbury Connecticut,Connecticut,Lead,"Nonresidential, Non-School, Non-Daycare",Ct1510011,Waterbury Water Department,41.5451369,-73.0115591
235538,037301080078,1853 East Main St,Waterbury,1853 East Main St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5449855,-73.0113429
235548,037301080079,1863 East Main St,Waterbury,1863 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5449182,-73.0111759
235658,037301090116,1716 East Main St,Waterbury,1716 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5456262,-73.0138215
235678,037301090118,1650 East Main St,Waterbury,1650 East Main St Waterbury Connecticut,Connecticut,Lead,"Nonresidential, Non-School, Non-Daycare",Ct1510011,Waterbury Water Department,41.5459079,-73.01481
235778,037301091171,1714 East Main St,Waterbury,1714 East Main St Waterbury Connecticut,Connecticut,Lead,Other,Ct1510011,Waterbury Water Department,41.5456849,-73.0139707
235798,037201040003,0 Idylwood Ave Sprpl,Waterbury,0 Idylwood Ave Sprpl Waterbury Connecticut,Connecticut,Lead,"Nonresidential, Non-School, Non-Daycare",Ct1510011,Waterbury Water Department,,
235838,037301110082,1880 East Main St,Waterbury,1880 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5444199,-73.011173
236228,037401080035,1893 East Main St,Waterbury,1893 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5447342,-73.0107169
236238,037401080036,1881 East Main St,Waterbury,1881 East Main St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5447734,-73.0108866
236248,037401080037,1869 East Main St,Waterbury,1869 East Main St Waterbury Connecticut,Connecticut,Lead,Single-Family Residence,Ct1510011,Waterbury Water Department,41.5448503,-73.0110451
236258,037401110038,1892 East Main St,Waterbury,1892 East Main St Waterbury Connecticut,Connecticut,Lead,Multi-Family Residence,Ct1510011,Waterbury Water Department,41.5443667,-73.01104049999998
